Probe	Ensembl
GMPPA_IL2528620	ENSG00000144591
CHPF_IL2600218	ENSG00000123989
OBSL1_IL2600237	ENSG00000124006
STK11IP_IL2528709	ENSG00000144589
SLC4A3_IL2528774	ENSG00000114923
EPHA4_IL2600689	ENSG00000116106
SGPP2_IL2529421	ENSG00000163082
FARSB_IL2601021	ENSG00000261428
ACSL3_IL2529546	ENSG00000123983
AP1S3_IL2601287	ENSG00000152056
WDFY1_IL2601341	ENSG00000085449
MRPL44_IL2529782	ENSG00000135900
SERPINE2_IL2601414	ENSG00000135919
FAM124B_IL2601499	ENSG00000124019
CUL3_IL2601544	ENSG00000036257
IRS1_IL2601995	ENSG00000169047
RHBDD1_IL2530330	ENSG00000144468
COL4A4_IL2602110	ENSG00000081052
COL4A3_IL2530425	ENSG00000169031
MFF_IL2530539	ENSG00000168958
AGFG1_IL2530599	ENSG00000173744
PID1_IL2602653	ENSG00000153823
TRIP12_IL2602901	ENSG00000153827
FBXO36_IL2531129	ENSG00000153832
SLC16A14_IL2602997	ENSG00000163053
SP110_IL2603051	ENSG00000135899
SP140_IL2531233	ENSG00000079263
SP140L_IL2531310	ENSG00000185404
SP100_IL2531377	ENSG00000067066
CAB39_IL2531522	ENSG00000135932
ITM2C_IL2531589	ENSG00000135916
GPR55_IL2603320	ENSG00000135898
PSMD1_IL2531712	ENSG00000173692
RPS28_IL2531779	ENSG00000135931
B3GNT7_IL2531908	ENSG00000156966
NCL_IL2603460	ENSG00000115053
NMUR1_IL2603544	ENSG00000171596
PTMA_IL2532021	ENSG00000187514
PDE6D_IL2603597	ENSG00000156973
COPS7B_IL2532064	ENSG00000144524
DIS3L2_IL2532110	ENSG00000144535
CHRNG_IL2532399	ENSG00000196811
TIGD1_IL2603897	ENSG00000221944
EIF4E2_IL2532422	ENSG00000135930
EFHD1_IL2532480	ENSG00000115468
GIGYF2_IL2532510	ENSG00000204120
C2orf82_IL2532626	ENSG00000182600
INPP5D_IL2532699	ENSG00000168918
ATG16L1_IL2532793	ENSG00000085978
SAG_IL2532852	ENSG00000130561
DGKD_IL2532894	ENSG00000077044
HJURP_IL2604254	ENSG00000123485
ARL4C_IL2604390	ENSG00000188042
SH3BP4_IL2533493	ENSG00000130147
AGAP1_IL2533670	ENSG00000157985
IQCA1_IL2604998	ENSG00000132321
COPS8_IL2534126	ENSG00000198612
COL6A3_IL2605321	ENSG00000163359
LRRFIP1_IL2534354	ENSG00000124831
RBM44_IL2534483	ENSG00000177483
RAMP1_IL2534509	ENSG00000132329
UBE2F_IL2534564	ENSG00000184182
SCLY_IL2534615	ENSG00000132330
ESPNL_IL2534664	ENSG00000144488
KLHL30_IL2534694	ENSG00000168427
ILKAP_IL2605674	ENSG00000132323
HES6_IL2605735	ENSG00000144485
PER2_IL2605749	ENSG00000132326
TRAF3IP1_IL2534810	ENSG00000204104
ASB1_IL2534865	ENSG00000065802
HDAC4_IL2606026	ENSG00000068024
NDUFA10_IL2606574	ENSG00000130414
MYEOV2_IL2606643	ENSG00000172428
GPC1_IL2535761	ENSG00000063660
ANKMY1_IL2606741	ENSG00000144504
RNPEPL1_IL2535830	ENSG00000142327
CAPN10_IL2535859	ENSG00000142330
GPR35_IL2535927	ENSG00000178623
SNED1_IL2536071	ENSG00000162804
PASK_IL2607055	ENSG00000115687
PPP1R7_IL2536183	ENSG00000115685
ANO7_IL2536217	ENSG00000146205
HDLBP_IL2607110	ENSG00000115677
SEPT2_IL2536298	ENSG00000168385
FARP2_IL2536531	ENSG00000006607
STK25_IL2607262	ENSG00000115694
BOK_IL2536625	ENSG00000176720
ING5_IL4046481	ENSG00000168395
D2HGDH_IL2536800	ENSG00000180902
CHL1_IL2607568	ENSG00000134121
TRNT1_IL2608156	ENSG00000072756
CRBN_IL2660648	ENSG00000113851
LRRN1_IL2608309	ENSG00000175928
SUMF1_IL2660800	ENSG00000144455
SETMAR_IL2608419	ENSG00000170364
ITPR1_IL2608469	ENSG00000150995
BHLHE40_IL2608725	ENSG00000134107
ARL8B_IL2608765	ENSG00000134108
EDEM1_IL2608801	ENSG00000134109
LMCD1_IL2609347	ENSG00000071282
OXTR_IL2661992	ENSG00000180914
RAD18_IL2662020	ENSG00000070950
SRGAP3_IL2662087	ENSG00000196220
THUMPD3_IL2609560	ENSG00000134077
SETD5_IL2609608	ENSG00000168137
MTMR14_IL2609770	ENSG00000163719
CPNE9_IL2609824	ENSG00000144550
BRPF1_IL2609870	ENSG00000156983
CAMK1_IL2662331	ENSG00000134072
OGG1_IL2609904	ENSG00000114026
TADA3_IL2662356	ENSG00000171148
ARPC4_IL2609960	ENSG00000214021
RPUSD3_IL2662397	ENSG00000156990
JAGN1_IL2610044	ENSG00000171135
IL17RE_IL2610056	ENSG00000163701
IL17RC_IL2610094	ENSG00000163702
CRELD1_IL2610136	ENSG00000163703
PRRT3_IL2662473	ENSG00000163704
CIDEC_IL2662435	ENSG00000186162
FANCD2_IL2610241	ENSG00000144554
VHL_IL2610336	ENSG00000134086
IRAK2_IL2610359	ENSG00000134070
TATDN2_IL2610394	ENSG00000157014
GHRL_IL2662623	ENSG00000157017
SEC13_IL2662657	ENSG00000157020
ATP2B2_IL2662698	ENSG00000157087
HRH1_IL2610707	ENSG00000196639
VGLL4_IL2662956	ENSG00000197548
SYN2_IL2610972	ENSG00000157152
PPARG_IL2611056	ENSG00000132170
TSEN2_IL2611122	ENSG00000154743
MKRN2_IL2611211	ENSG00000075975
RAF1_IL2663244	ENSG00000132155
TMEM40_IL2663295	ENSG00000088726
RPL32P3_IL2694706	ENSG00000144713
IQSEC1_IL2663396	ENSG00000144711
NUP210_IL2663551	ENSG00000132182
HDAC11_IL2611504	ENSG00000163517
FBLN2_IL2611546	ENSG00000163520
WNT7A_IL2663714	ENSG00000154764
CHCHD4_IL2663785	ENSG00000163528
TMEM43_IL2611779	ENSG00000170876
XPC_IL2663810	ENSG00000154767
SLC6A6_IL2611848	ENSG00000131389
C3orf20_IL2612012	ENSG00000131379
FGD5_IL2612100	ENSG00000154783
NR2C2_IL2612175	ENSG00000177463
MRPS25_IL2664099	ENSG00000131368
ZFYVE20_IL2664123	ENSG00000131381
CAPN7_IL2612278	ENSG00000131375
SH3BP5_IL2664209	ENSG00000131370
METTL6_IL2664288	ENSG00000206562
EAF1_IL2612371	ENSG00000249786
COLQ_IL2664332	ENSG00000206561
HACL1_IL2664395	ENSG00000131373
BTD_IL2612401	ENSG00000169814
ANKRD28_IL2664452	ENSG00000206560
DPH3_IL2664607	ENSG00000154813
OXNAD1_IL2612625	ENSG00000154814
RFTN1_IL2664640	ENSG00000131378
PLCL2_IL2612813	ENSG00000154822
TBC1D5_IL2664891	ENSG00000131374
SATB1_IL2665199	ENSG00000182568
KCNH8_IL2613293	ENSG00000183960
EFHB_IL2665472	ENSG00000163576
RAB5A_IL2613386	ENSG00000144566
KAT2B_IL2613441	ENSG00000114166
SGOL1_IL2665572	ENSG00000129810
ZNF385D_IL2665720	ENSG00000151789
UBE2E2_IL2613880	ENSG00000182247
UBE2E1_IL2614054	ENSG00000170142
NKIRAS1_IL2666103	ENSG00000197885
RPL15_IL2614120	ENSG00000174748
NR1D2_IL2614142	ENSG00000174738
THRB_IL2666147	ENSG00000151090
RARB_IL2614369	ENSG00000077092
TOP2B_IL2666478	ENSG00000077097
NGLY1_IL2666566	ENSG00000151092
OXSM_IL2614517	ENSG00000151093
NEK10_IL2666807	ENSG00000163491
SLC4A7_IL2666904	ENSG00000033867
EOMES_IL2667024	ENSG00000163508
AZI2_IL2667181	ENSG00000163512
RBMS3_IL2615060	ENSG00000144642
TGFBR2_IL2615360	ENSG00000163513
STT3B_IL2615600	ENSG00000163527
OSBPL10_IL2667809	ENSG00000144645
GPD1L_IL2615808	ENSG00000152642
CMTM7_IL2615938	ENSG00000153551
CMTM6_IL2668021	ENSG00000091317
DYNC1LI1_IL2668035	ENSG00000144635
CNOT10_IL2616018	ENSG00000182973
CCR4_IL2616131	ENSG00000183813
GLB1_IL2668205	ENSG00000170266
CRTAP_IL2616166	ENSG00000170275
FBXL2_IL2616204	ENSG00000153558
UBP1_IL2668351	ENSG00000153560
CLASP2_IL2668425	ENSG00000163539
PDCD6IP_IL2616317	ENSG00000170248
ARPP21_IL2616596	ENSG00000172995
STAC_IL2616804	ENSG00000144681
EPM2AIP1_IL2669157	ENSG00000178567
MLH1_IL2616932	ENSG00000076242
LRRFIP2_IL2669184	ENSG00000093167
GOLGA4_IL2617041	ENSG00000144674
C3orf35_IL2617148	ENSG00000198590
ITGA9_IL2617188	ENSG00000144668
CTDSPL_IL2617276	ENSG00000144677
VILL_IL2617433	ENSG00000136059
PLCD1_IL2669488	ENSG00000187091
DLEC1_IL2617477	ENSG00000008226
ACAA1_IL2669533	ENSG00000060971
MYD88_IL2617563	ENSG00000172936
OXSR1_IL2617579	ENSG00000172939
SLC22A13_IL2617630	ENSG00000172940
XYLB_IL2617687	ENSG00000093217
ACVR2B_IL2617752	ENSG00000114739
EXOG_IL2617796	ENSG00000157036
SCN10A_IL2669732	ENSG00000183873
SCN11A_IL2669803	ENSG00000168356
GORASP1_IL2669888	ENSG00000114745
CSRNP1_IL2669930	ENSG00000144655
CX3CR1_IL2669979	ENSG00000168329
RPSAP58_IL4014387	ENSG00000168028
MYRIP_IL2618499	ENSG00000170011
EIF1B_IL2618598	ENSG00000114784
RPL14_IL3419471	ENSG00000188846
ZNF619_IL2618665	ENSG00000177873
ZNF620_IL2618702	ENSG00000177842
ZNF621_IL2618726	ENSG00000172888
CTNNB1_IL2618940	ENSG00000168036
ULK4_IL2670481	ENSG00000168038
TRAK1_IL2619120	ENSG00000182606
VIPR1_IL2619265	ENSG00000114812
SEC22C_IL2670784	ENSG00000093183
SS18L2_IL2619323	ENSG00000008324
NKTR_IL2619344	ENSG00000114857
HHATL_IL2670874	ENSG00000010282
CCDC13_IL2670903	ENSG00000244607
CCDC109B_IL2739160	ENSG00000181061
FAM198A_IL2619521	ENSG00000144649
SNRK_IL2619666	ENSG00000163788
ABHD5_IL2619761	ENSG00000011198
ZNF445_IL2671422	ENSG00000185219
ZNF660_IL2620150	ENSG00000186448
ZNF35_IL2620194	ENSG00000169981
ZNF502_IL2620212	ENSG00000196653
ZNF501_IL2620222	ENSG00000186446
KIF15_IL2620256	ENSG00000163808
TMEM42_IL2620315	ENSG00000169964
ZDHHC3_IL2671640	ENSG00000163812
EXOSC7_IL2620410	ENSG00000075914
CLEC3B_IL2620448	ENSG00000163815
CDCP1_IL2671728	ENSG00000163814
TMEM158_IL2671787	ENSG00000249992
LARS2_IL2620538	ENSG00000011376
LIMD1_IL2620641	ENSG00000144791
SACM1L_IL2620685	ENSG00000211456
SLC6A20_IL2671936	ENSG00000163817
CCR9_IL2620736	ENSG00000173585
CXCR6_IL2620773	ENSG00000172215
FYCO1_IL2672016	ENSG00000163820
XCR1_IL2672075	ENSG00000173578
CCR1_IL2672096	ENSG00000163823
CCR3_IL2620813	ENSG00000183625
CCR2_IL2620842	ENSG00000121807
CCRL2_IL4047185	ENSG00000121797
LTF_IL2672140	ENSG00000012223
LRRC2_IL2672190	ENSG00000163827
ALS2CL_IL2672230	ENSG00000178038
TMIE_IL2620985	ENSG00000181585
CCDC12_IL2672467	ENSG00000160799
NBEAL2_IL2621122	ENSG00000160796
SETD2_IL2672532	ENSG00000181555
KIF9_IL2672629	ENSG00000088727
KLHL18_IL2621275	ENSG00000114648
PTPN23_IL2621333	ENSG00000076201
SCAP_IL2672712	ENSG00000114650
SMARCC1_IL2672857	ENSG00000173473
DHX30_IL2621451	ENSG00000132153
MAP4_IL2672966	ENSG00000047849
CDC25A_IL2673085	ENSG00000164045
CAMP_IL2621574	ENSG00000164047
ZNF589_IL2621583	ENSG00000164048
NME6_IL2673136	ENSG00000172113
PLXNB1_IL2673181	ENSG00000164050
CCDC51_IL2673257	ENSG00000164051
GRAP2_IL3946095	ENSG00000100351
ATRIP_IL2621705	ENSG00000213689
SHISA5_IL2673270	ENSG00000164054
PFKFB4_IL2673312	ENSG00000114268
COL7A1_IL2673345	ENSG00000114270
UQCRC1_IL2673509	ENSG00000010256
SLC26A6_IL2673547	ENSG00000225697
CELSR3_IL2673594	ENSG00000008300
NCKIPSD_IL2673648	ENSG00000213672
IP6K2_IL2673684	ENSG00000068745
PRKAR2A_IL2673730	ENSG00000114302
SLC25A20_IL2673773	ENSG00000178537
ARIH2_IL2621827	ENSG00000177479
P4HTM_IL2621881	ENSG00000178467
DALRD3_IL2673830	ENSG00000178252
IMPDH2_IL2673873	ENSG00000178035
QRICH1_IL2673902	ENSG00000198218
LAMB2_IL2674047	ENSG00000172037
KLHDC8B_IL2622006	ENSG00000185909
CCDC36_IL2622026	ENSG00000173421
USP4_IL2674179	ENSG00000114316
GPX1_IL2674229	ENSG00000233276
RHOA_IL2674242	ENSG00000067560
TCTA_IL2622095	ENSG00000145022
AMT_IL2674501	ENSG00000145020
NICN1_IL2674526	ENSG00000145029
DAG1_IL2622121	ENSG00000173402
BSN_IL2622153	ENSG00000164061
RNF123_IL2622239	ENSG00000164068
IP6K1_IL2674673	ENSG00000176095
UBA7_IL2674762	ENSG00000182179
TRAIP_IL2674808	ENSG00000183763
MON1A_IL2674963	ENSG00000164077
RBM6_IL2622435	ENSG00000004534
RBM5_IL2622469	ENSG00000003756
GNAI2_IL2622638	ENSG00000114353
SEMA3B_IL2622696	ENSG00000012171
IFRD2_IL2675088	ENSG00000214706
NAT6_IL2675120	ENSG00000243477
HYAL1_IL2675150	ENSG00000114378
HYAL2_IL2675171	ENSG00000068001
TUSC2_IL2675192	ENSG00000114383
RASSF1_IL2675208	ENSG00000068028
ZMYND10_IL2675239	ENSG00000004838
CYB561D2_IL2622772	ENSG00000126062
CACNA2D2_IL2675315	ENSG00000007402
C3orf18_IL2675457	ENSG00000088543
HEMK1_IL2622859	ENSG00000114735
CISH_IL2675504	ENSG00000114737
MAPKAPK3_IL2622912	ENSG00000114738
MANF_IL2623139	ENSG00000145050
RBM15B_IL2623154	ENSG00000179837
VPRBP_IL2675628	ENSG00000145041
RAD54L2_IL2623180	ENSG00000164080
GRM2_IL2623308	ENSG00000164082
RRP9_IL2675763	ENSG00000114767
PCBP4_IL2675801	ENSG00000090097
ABHD14B_IL2675836	ENSG00000114779
ABHD14A_IL2623426	ENSG00000248487
ACY1_IL2623441	ENSG00000243989
DUSP7_IL2675925	ENSG00000164086
POC1A_IL2675936	ENSG00000164087
ALAS1_IL2623515	ENSG00000023330
TLR9_IL2675998	ENSG00000239732
TWF2_IL2676009	ENSG00000247596
PPM1M_IL2623568	ENSG00000164088
WDR82_IL2676041	ENSG00000164091
GLYCTK_IL2623611	ENSG00000168237
DNAH1_IL2623662	ENSG00000114841
BAP1_IL2676092	ENSG00000163930
PHF7_IL2623821	ENSG00000010318
SEMA3G_IL2676141	ENSG00000010319
TNNC1_IL2676167	ENSG00000114854
NISCH_IL2623859	ENSG00000010322
STAB1_IL2623922	ENSG00000010327
NT5DC2_IL2676182	ENSG00000168268
PBRM1_IL2676219	ENSG00000163939
GNL3_IL2624074	ENSG00000163938
SPCS1_IL2624110	ENSG00000114902
NEK4_IL2676352	ENSG00000114904
ITIH1_IL2624147	ENSG00000055957
ITIH3_IL2624178	ENSG00000162267
ITIH4_IL2676397	ENSG00000243696
TMEM110_IL2676471	ENSG00000213533
SFMBT1_IL2676518	ENSG00000163935
RFT1_IL2676636	ENSG00000163933
PRKCD_IL2624291	ENSG00000163932
TKT_IL2676671	ENSG00000163931
DCP1A_IL2676726	ENSG00000162290
CACNA1D_IL2624385	ENSG00000157388
CHDH_IL2676854	ENSG00000016391
IL17RB_IL2624565	ENSG00000056736
ACTR8_IL2676901	ENSG00000113812
SELK_IL2676927	ENSG00000113811
CACNA2D3_IL2624639	ENSG00000157445
ARHGEF3_IL2677723	ENSG00000163947
HESX1_IL2677902	ENSG00000163666
APPL1_IL2625606	ENSG00000157500
ASB14_IL2677922	ENSG00000239388
DNAH12_IL2678029	ENSG00000174844
ARF4_IL2678090	ENSG00000168374
SLMAP_IL2625793	ENSG00000163681
FLNB_IL2625907	ENSG00000136068
DNASE1L3_IL2678298	ENSG00000163687
ABHD6_IL2626097	ENSG00000163686
RPP14_IL2626141	ENSG00000163684
PDHB_IL2678367	ENSG00000168291
KCTD6_IL2626258	ENSG00000168301
ACOX2_IL2678400	ENSG00000168306
FAM107A_IL2678448	ENSG00000168309
FAM3D_IL2678468	ENSG00000198643
FHIT_IL2678714	ENSG00000189283
PTPRG_IL2626802	ENSG00000226360
C3orf14_IL2627080	ENSG00000114405
THOC7_IL2679796	ENSG00000163634
PSMD6_IL2679864	ENSG00000163636
PRICKLE2_IL2679917	ENSG00000163637
SLC25A26_IL2628081	ENSG00000144749
KBTBD8_IL2628260	ENSG00000163376
SUCLG2_IL2680819	ENSG00000172340
FAM19A1_IL2628482	ENSG00000183662
TMF1_IL2681157	ENSG00000144747
UBA3_IL2681195	ENSG00000144744
ARL6IP5_IL2628682	ENSG00000144746
LMOD3_IL2681251	ENSG00000163380
MITF_IL2628785	ENSG00000187098
FOXP1_IL2681753	ENSG00000114861
EIF4E3_IL2682088	ENSG00000163412
GPR27_IL2629345	ENSG00000170837
PROK2_IL2682271	ENSG00000163421
RYBP_IL2682436	ENSG00000163602
SHQ1_IL2682568	ENSG00000144736
PPP4R2_IL2629693	ENSG00000163605
EBLN2_IL2629782	ENSG00000255423
ROBO1_IL2683763	ENSG00000169855
GBE1_IL2684187	ENSG00000114480
CADM2_IL2631556	ENSG00000175161
CHMP2B_IL2631845	ENSG00000083937
ZNF654_IL2632036	ENSG00000175105
CGGBP1_IL2685034	ENSG00000163320
C3orf38_IL2632051	ENSG00000179021
PROS1_IL2685304	ENSG00000184500
ARL13B_IL2632453	ENSG00000169379
DHFRL1_IL2685354	ENSG00000178700
NSUN3_IL2632491	ENSG00000178694
ARL6_IL2632919	ENSG00000113966
MINA_IL2685776	ENSG00000170854
CLDND1_IL2685908	ENSG00000080822
GPR15_IL2633191	ENSG00000154165
CPOX_IL2685944	ENSG00000080819
ST3GAL6_IL2633256	ENSG00000064225
DCBLD2_IL2686023	ENSG00000057019
FILIP1L_IL2686213	ENSG00000168386
TBC1D23_IL2633587	ENSG00000036054
NIT2_IL2633631	ENSG00000114021
TOMM70A_IL2686371	ENSG00000154174
TMEM45A_IL2633691	ENSG00000181458
GPR128_IL2633737	ENSG00000144820
TFG_IL2633773	ENSG00000114354
ABI3BP_IL2686458	ENSG00000154175
IMPG2_IL2686602	ENSG00000081148
SENP7_IL2686646	ENSG00000138468
ZBTB11_IL2686727	ENSG00000081154
CEP97_IL2634027	ENSG00000182504
NFKBIZ_IL2634091	ENSG00000144802
ALCAM_IL2634494	ENSG00000170017
CBLB_IL2687255	ENSG00000114423
BBX_IL2634965	ENSG00000114439
CD47_IL2687739	ENSG00000196776
IFT57_IL2687840	ENSG00000114446
HHLA2_IL2635184	ENSG00000114455
KIAA1524_IL2687979	ENSG00000163507
DZIP3_IL2635263	ENSG00000198919
TRAT1_IL2635349	ENSG00000163519
DPPA4_IL2688180	ENSG00000121570
PVRL3_IL2635641	ENSG00000177707
ZBED2_IL2688499	ENSG00000153283
PLCXD2_IL2635812	ENSG00000240891
PHLDB2_IL2635906	ENSG00000144824
ABHD10_IL2635983	ENSG00000144827
C3orf52_IL2636062	ENSG00000114529
CD200_IL2636125	ENSG00000091972
BTLA_IL2688717	ENSG00000186265
ATG3_IL2688759	ENSG00000138459
CD200R1L_IL2688933	ENSG00000206531
CD200R1_IL2688955	ENSG00000163606
GTPBP8_IL2636272	ENSG00000163607
C3orf17_IL2688882	ENSG00000163608
WDR52_IL2689042	ENSG00000206530
SIDT1_IL2636483	ENSG00000176542
NAA50_IL2689208	ENSG00000121579
ATP6V1A_IL2636589	ENSG00000114573
GRAMD1C_IL2636626	ENSG00000178075
ZDHHC23_IL2636695	ENSG00000184307
KIAA1407_IL2689286	ENSG00000151576
ZNF80_IL2689452	ENSG00000174255
TIGIT_IL2636786	ENSG00000181847
ZBTB20_IL2689516	ENSG00000181722
C3orf30_IL2637819	ENSG00000144847
B4GALT4_IL2690776	ENSG00000121578
TMEM39A_IL2690850	ENSG00000176142
CD80_IL2690900	ENSG00000121594
ADPRH_IL2638059	ENSG00000144843
POPDC2_IL2690956	ENSG00000121577
NR1I2_IL2638177	ENSG00000144852
GSK3B_IL2691014	ENSG00000082701
OPRD1_IL2327659	ENSG00000163428
GTF2E1_IL2638467	ENSG00000153767
POLQ_IL2691575	ENSG00000181704
FBXO40_IL2638630	ENSG00000163833
HCLS1_IL2691668	ENSG00000180353
GOLGB1_IL2691718	ENSG00000173230
IQCB1_IL2691798	ENSG00000173226
EAF2_IL2638676	ENSG00000145088
SLC15A2_IL2638728	ENSG00000163406
ILDR1_IL2691850	ENSG00000145103
CD86_IL2638789	ENSG00000114013
CSTA_IL2638869	ENSG00000121552
FAM162A_IL2638886	ENSG00000114023
WDR5B_IL2691973	ENSG00000196981
KPNA1_IL2691982	ENSG00000114030
PARP9_IL2692060	ENSG00000138496
DTX3L_IL2638962	ENSG00000163840
PARP15_IL2638988	ENSG00000173200
PARP14_IL2639054	ENSG00000173193
DIRC2_IL2639129	ENSG00000138463
PDIA5_IL2639225	ENSG00000065485
SEC22A_IL2639309	ENSG00000121542
ADCY5_IL2692319	ENSG00000173175
PTPLB_IL2692411	ENSG00000206527
MYLK_IL2692447	ENSG00000065534
CCDC14_IL2692573	ENSG00000175455
KALRN_IL2639734	ENSG00000160145
UMPS_IL2639874	ENSG00000114491
ITGB5_IL2692816	ENSG00000082781
HEG1_IL2692909	ENSG00000173706
SLC12A8_IL2693014	ENSG00000221955
ZNF148_IL2693081	ENSG00000163848
SNX4_IL2693149	ENSG00000114520
OSBPL11_IL2693217	ENSG00000144909
ALG1L_IL2693332	ENSG00000223756
SLC41A3_IL2693357	ENSG00000114544
CCDC37_IL2640379	ENSG00000163885
ZXDC_IL2693569	ENSG00000070476
CHST13_IL2640449	ENSG00000180767
TXNRD3_IL2693682	ENSG00000197763
CHCHD6_IL2640507	ENSG00000159685
PLXNA1_IL2640579	ENSG00000114554
TPRA1_IL2693937	ENSG00000163870
MCM2_IL2640855	ENSG00000073111
PODXL2_IL2640886	ENSG00000114631
ABTB1_IL2640916	ENSG00000114626
MGLL_IL2694001	ENSG00000074416
SEC61A1_IL2641032	ENSG00000058262
RUVBL1_IL2694123	ENSG00000175792
EEFSEC_IL2641083	ENSG00000132394
GATA2_IL2694314	ENSG00000179348
RAB7A_IL2641263	ENSG00000075785
ACAD9_IL2641341	ENSG00000177646
GP9_IL2641479	ENSG00000169704
RAB43_IL2694598	ENSG00000172780
ISY1_IL2694617	ENSG00000240682
CNBP_IL2694644	ENSG00000169714
H1FX_IL2694675	ENSG00000206417
MBD4_IL2694785	ENSG00000129071
IFT122_IL2641667	ENSG00000163913
PLXND1_IL2694817	ENSG00000004399
TMCC1_IL2694931	ENSG00000172765
PIK3R4_IL2695200	ENSG00000196455
ATP2C1_IL2642325	ENSG00000017260
ASTE1_IL2695295	ENSG00000034533
NEK11_IL2642441	ENSG00000114670
NUDT16P1_IL2642543	ENSG00000246082
NUDT16_IL2642562	ENSG00000198585
MRPL3_IL2695393	ENSG00000114686
CPNE4_IL2695453	ENSG00000196353
ACPP_IL2642720	ENSG00000014257
G2E3_IL3530982	ENSG00000092140
DNAJC13_IL2642791	ENSG00000138246
NPHP3_IL2695701	ENSG00000113971
UBA5_IL2642911	ENSG00000081307
TMEM108_IL2642995	ENSG00000144868
BFSP2_IL2643095	ENSG00000170819
CDV3_IL2643157	ENSG00000091527
TOPBP1_IL2695941	ENSG00000163781
TF_IL2643217	ENSG00000091513
SRPRB_IL2643324	ENSG00000144867
RAB6B_IL2696040	ENSG00000154917
RYK_IL2696252	ENSG00000163785
ANAPC13_IL2696379	ENSG00000129055
CEP63_IL2643530	ENSG00000182923
KY_IL2696415	ENSG00000174611
EPHB1_IL2643592	ENSG00000154928
PPP2R3A_IL2643901	ENSG00000073711
MSL2_IL2696764	ENSG00000174579
PCCB_IL2644014	ENSG00000114054
STAG1_IL2696802	ENSG00000118007
NCK1_IL2644155	ENSG00000158092
IL20RB_IL2644202	ENSG00000174564
DZIP1L_IL2697231	ENSG00000158163
DBR1_IL2697331	ENSG00000138231
ARMC8_IL2644461	ENSG00000114098
MRAS_IL2644565	ENSG00000158186
CEP70_IL2697490	ENSG00000114107
FAIM_IL2644702	ENSG00000158234
PIK3CB_IL2697564	ENSG00000051382
MRPS22_IL2644822	ENSG00000175110
COPB2_IL2697792	ENSG00000184432
NMNAT3_IL2697902	ENSG00000163864
SLC25A36_IL2645275	ENSG00000114120
RASA2_IL2645579	ENSG00000155903
RNF7_IL2645690	ENSG00000114125
GRK7_IL2645722	ENSG00000114124
ATP1B3_IL2645764	ENSG00000069849
TFDP2_IL2698565	ENSG00000114126
GK5_IL2698693	ENSG00000175066
XRN1_IL2698738	ENSG00000114127
ATR_IL2698844	ENSG00000175054
PLS1_IL2645906	ENSG00000120756
TRPC1_IL2645951	ENSG00000144935
PCOLCE2_IL2698996	ENSG00000163710
PAQR9_IL2699059	ENSG00000188582
CHST2_IL2646125	ENSG00000175040
PBX2_IL2949859	ENSG00000244171
SLC9A9_IL2699145	ENSG00000181804
C3orf58_IL2646327	ENSG00000181744
PLOD2_IL2699564	ENSG00000152952
PLSCR2_IL2699683	ENSG00000163746
PLSCR1_IL2699726	ENSG00000188313
CPA3_IL2647109	ENSG00000163751
GYG1_IL2647154	ENSG00000163754
HLTF_IL2700197	ENSG00000071794
HPS3_IL2647216	ENSG00000163755
CP_IL2700244	ENSG00000047457
TM4SF1_IL2700365	ENSG00000169908
WWTR1_IL2700404	ENSG00000018408
COMMD2_IL2700500	ENSG00000114744
RNF13_IL2647458	ENSG00000082996
TMEM183B_IL2375500	ENSG00000224831
PFN2_IL2700585	ENSG00000070087
TSC22D2_IL2647647	ENSG00000196428
EIF2A_IL2647742	ENSG00000144895
SERP1_IL2700727	ENSG00000120742
SELT_IL2647792	ENSG00000198843
SIAH2_IL2700828	ENSG00000181788
CLRN1_IL2700933	ENSG00000239265
GPR171_IL2701018	ENSG00000174946
P2RY14_IL2701033	ENSG00000174944
MED12L_IL2647898	ENSG00000144893
P2RY13_IL2701071	ENSG00000181631
P2RY12_IL2701081	ENSG00000169313
SUCNR1_IL2648098	ENSG00000198829
TMEM14E_IL2701294	ENSG00000221962
MBNL1_IL2648141	ENSG00000152601
P2RY1_IL2648305	ENSG00000169860
RAP2B_IL2648378	ENSG00000181467
DHX36_IL2701595	ENSG00000174953
MME_IL2648677	ENSG00000196549
C3orf33_IL2701892	ENSG00000174928
SLC33A1_IL2701927	ENSG00000169359
GMPS_IL2648873	ENSG00000163655
KCNAB1_IL2648991	ENSG00000169282
SSR3_IL2702154	ENSG00000114850
TIPARP_IL2649113	ENSG00000163659
PA2G4_IL3417309	ENSG00000170515
CCNL1_IL2702307	ENSG00000163660
VEPH1_IL2702395	ENSG00000197415
PTX3_IL2649367	ENSG00000163661
RSRC1_IL2649532	ENSG00000174891
MLF1_IL2649609	ENSG00000178053
LXN_IL2702724	ENSG00000079257
GFM1_IL2649640	ENSG00000168827
RARRES1_IL2702752	ENSG00000240207
MFSD1_IL2649723	ENSG00000118855
IL12A_IL2650066	ENSG00000168811
IFT80_IL2703133	ENSG00000213186
KPNA4_IL2703217	ENSG00000186432
PPM1L_IL2650393	ENSG00000163590
B3GALNT1_IL2703377	ENSG00000169255
NMD3_IL2650538	ENSG00000169251
WDR49_IL2704143	ENSG00000114204
PDCD10_IL2704188	ENSG00000114209
SERPINI1_IL2651165	ENSG00000163536
GOLIM4_IL2704267	ENSG00000173905
