Probe	Ensembl	Correlation
60370	ENSG00000196199	0.430517679
7210671	ENSG00000141252	0.57690239
4480674	ENSG00000196865	-0.025216137
2760136	ENSG00000100815	0.193732984
4760692	ENSG00000143633	0.648920892
1940301	ENSG00000152939	0.470003002
1850435	ENSG00000165905	0.607755466
5860553	ENSG00000163354	0.05328148
1300121	ENSG00000261097	-0.004139116
4480670	ENSG00000171497	-0.034892318
7040647	ENSG00000181045	0.541040946
3800537	ENSG00000115762	0.389081864
730484	ENSG00000172548	0.294727272
3390328	ENSG00000213420	0.465611805
3360553	ENSG00000125772	0.678870424
2470008	ENSG00000186951	0.27994826
7210059	ENSG00000186001	0.358377044
6560338	ENSG00000243943	0.461159473
5870075	ENSG00000187942	0.210830564
4120403	ENSG00000140395	0.54169198
4730520	ENSG00000136449	-0.036911329
830133	ENSG00000165521	0.357646089
4490161	ENSG00000111640	0.680331929
2260376	ENSG00000022976	0.456852683
7100437	ENSG00000099940	0.392871368
2340402	ENSG00000119698	0.217813318
2490019	ENSG00000167414	0.562352207
780246	ENSG00000226306	0.037105431
2480730	ENSG00000103740	0.678259898
4780484	ENSG00000214872	0.235230666
4230068	ENSG00000104889	0.570786881
3520537	ENSG00000198464	0.669333522
4070133	ENSG00000050165	0.486823281
3170110	ENSG00000113328	0.73816075
6220541	ENSG00000154518	-0.107828368
360142	ENSG00000129465	0.715425653
4490400	ENSG00000258405	0.251341233
4540215	ENSG00000116661	0.594817571
5720692	ENSG00000197467	0.356476187
2490433	ENSG00000105982	0.384465928
5310674	ENSG00000103111	0.505316281
3370474	ENSG00000167565	0.645141396
4890327	ENSG00000152778	0.519507996
5960632	ENSG00000136925	-0.004569832
6400070	ENSG00000188886	0.165985309
290441	ENSG00000165661	0.348213518
7570044	ENSG00000173218	-0.020212604
6620324	ENSG00000135436	0.058237764
6510427	ENSG00000159579	-0.109774759
4780092	ENSG00000131398	0.083029168
650300	ENSG00000110104	0.54071774
4920095	ENSG00000186260	0.578065862
3830553	ENSG00000197776	0.028644306
2480156	ENSG00000171574	0.482551239
2260095	ENSG00000110321	0.63726754
1010647	ENSG00000167543	0.392745933
3310278	ENSG00000142102	0.619829577
4480132	ENSG00000140474	0.61691224
2370307	ENSG00000148600	0.142385807
4010735	ENSG00000143436	0.541342407
990594	ENSG00000182400	0.592972734
270678	ENSG00000100246	0.500895441
7160440	ENSG00000032219	0.77947875
4810008	ENSG00000162928	0.604726896
290035	ENSG00000149357	0.637033311
6420707	ENSG00000229754	0.616396524
6520543	ENSG00000138036	0.216044483
6270564	ENSG00000132514	0.40652929
3890139	ENSG00000100982	0.623382619
610424	ENSG00000058453	0.70502564
6860026	ENSG00000198816	0.578275585
3170576	ENSG00000250490	0.179272929
580390	ENSG00000109819	0.412720007
6420356	ENSG00000089199	0.140890446
2480296	ENSG00000165416	0.140721303
2710746	ENSG00000050820	0.033745275
3390661	ENSG00000059122	0.341593504
5310475	ENSG00000152942	0.297994488
6270487	ENSG00000077092	-0.006492812
6660601	ENSG00000100292	0.699875533
5720768	ENSG00000090376	0.754081824
610189	ENSG00000106078	0.070903698
6860373	ENSG00000177963	0.512037463
5490673	ENSG00000106367	0.239567005
3420128	ENSG00000070718	0.636668409
1170072	ENSG00000132003	0.637502778
4590477	ENSG00000104814	0.710063067
1300279	ENSG00000118197	0.688100486
6450685	ENSG00000114554	0.4052934
1660736	ENSG00000100554	0.48329547
3800521	ENSG00000196455	0.382053756
3450403	ENSG00000262180	-0.013682793
1260592	ENSG00000184811	0.054625768
50475	ENSG00000164609	0.464842784
7400653	ENSG00000114268	0.764881199
3990554	ENSG00000232224	0.267770928
2190475	ENSG00000197959	0.70761439
4730348	ENSG00000113272	0.399576571
1570110	ENSG00000101363	0.60745006
4150066	ENSG00000166165	0.518652357
6510215	ENSG00000151208	0.159727986
7040437	ENSG00000182557	0.65403643
1450082	ENSG00000167515	0.678049978
5960672	ENSG00000111364	0.382659866
4200008	ENSG00000110046	0.744976198
430767	ENSG00000136807	0.580775663
7210543	ENSG00000129219	0.703718094
5960398	ENSG00000135318	0.717333383
4880561	ENSG00000100591	0.525009929
840709	ENSG00000172071	0.668277654
240358	ENSG00000144736	0.687731663
5700689	ENSG00000126001	0.606195841
1940100	ENSG00000198792	0.736849753
6860170	ENSG00000115977	-0.002359074
3360500	ENSG00000138798	0.434364949
6560441	ENSG00000154767	0.288098283
2680725	ENSG00000014257	0.73624407
2360563	ENSG00000179299	0.81967234
2690300	ENSG00000198252	0.713878773
2850202	ENSG00000182179	0.655883768
1400520	ENSG00000174469	0.706948778
5310176	ENSG00000269890	-0.039018717
4560332	ENSG00000174365	0.582851773
1780673	ENSG00000164105	0.220090639
3060639	ENSG00000145423	0.21492299
130121	ENSG00000025156	0.767886425
360291	ENSG00000250742	0.247341404
4220112	ENSG00000165097	0.33772174
1170239	ENSG00000049323	0.340186319
3850474	ENSG00000133256	0.184172938
2140431	ENSG00000167693	0.009432455
1030333	ENSG00000108691	0.375355177
7380670	ENSG00000118513	0.386820673
540653	ENSG00000172403	-0.002401968
5080341	ENSG00000182902	0.143946625
630161	ENSG00000172348	0.623981157
4880403	ENSG00000113504	0.067785792
6660398	ENSG00000085265	0.686607438
6350768	ENSG00000168137	-0.312739528
7560114	ENSG00000185909	0.748005336
4830685	ENSG00000077942	0.462188737
1850201	ENSG00000181392	0.465281326
4050064	ENSG00000137877	0.273750669
4730204	ENSG00000162746	0.213110164
1440451	ENSG00000130713	0.572825458
940681	ENSG00000265752	0.175485625
5420343	ENSG00000118217	0.684326349
2190224	ENSG00000107771	0.720942972
2570537	ENSG00000165757	0.294797304
6510278	ENSG00000173846	0.252998042
5890102	ENSG00000145293	0.73610105
3370326	ENSG00000115604	0.679577047
3780193	ENSG00000132185	0.735201473
3870538	ENSG00000122432	0.218994788
2640180	ENSG00000106443	0.456395855
4810204	ENSG00000198093	0.494859797
3520241	ENSG00000165617	0.6818563
6550632	ENSG00000165804	0.2787596
3290088	ENSG00000124920	0.350095735
4180324	ENSG00000158246	0.20234952
1940494	ENSG00000125846	0.528346968
3940014	ENSG00000149328	0.394272773
6860347	ENSG00000183508	0.49409805
4280669	ENSG00000103479	0.558463453
1240762	ENSG00000153561	0.222456123
2970411	ENSG00000065054	0.166890378
4810246	ENSG00000154719	0.060548491
7000577	ENSG00000136732	0.539663562
1690170	ENSG00000090924	0.304060019
5560086	ENSG00000137275	0.349617473
5490014	ENSG00000100426	0.506001738
7050136	ENSG00000124209	0.567203043
3180195	ENSG00000040608	0.42941061
5270674	ENSG00000119714	0.609119306
1820739	ENSG00000156345	0.528718403
7150132	ENSG00000100941	0.590717286
510554	ENSG00000102606	0.472978967
2570554	ENSG00000163873	0.095499025
6040008	ENSG00000005020	0.618316095
240433	ENSG00000221947	-0.131932777
6620152	ENSG00000138029	0.530050323
360626	ENSG00000153815	0.665848705
7320377	ENSG00000095932	0.641423981
1690259	ENSG00000198682	0.473229344
6350634	ENSG00000146425	0.468490451
6370390	ENSG00000129595	-0.377813716
2850537	ENSG00000197226	0.4952376
1510133	ENSG00000104894	0.570758158
510484	ENSG00000141542	0.57904308
4480035	ENSG00000128606	0.256999571
5270139	ENSG00000104883	0.553780974
5270193	ENSG00000196914	0.466441795
2750524	ENSG00000236624	0.120304789
5960132	ENSG00000166197	0.450943521
5570639	ENSG00000169813	0.253003574
6280129	ENSG00000234199	0.527120588
6420411	ENSG00000183780	0.224224372
5810097	ENSG00000168118	0.375799598
1990494	ENSG00000112367	0.525433279
50360	ENSG00000211450	-0.015300316
160201	ENSG00000245614	0.058503645
4730343	ENSG00000113732	0.502862911
3310386	ENSG00000204176	0.04920229
2760520	ENSG00000166845	0.57478624
4060292	ENSG00000158019	0.699215004
3370722	ENSG00000066322	0.748985734
1050086	ENSG00000112561	0.76441377
4210670	ENSG00000145730	0.48664333
2260731	ENSG00000164308	0.499035694
4050736	ENSG00000185261	0.401941556
3140138	ENSG00000234608	0.644490168
5050240	ENSG00000198862	0.695779784
3610167	ENSG00000176834	0.424151994
2600070	ENSG00000123892	0.28674823
510551	ENSG00000154237	0.365971087
5490358	ENSG00000240563	0.227700674
4280400	ENSG00000198909	0.687377044
2760048	ENSG00000110429	0.613248031
5360039	ENSG00000162813	0.456885884
3370092	ENSG00000198648	0.679564394
380594	ENSG00000100711	0.441859685
3840278	ENSG00000179965	0.266491725
2260767	ENSG00000124772	0.403275871
2320056	ENSG00000169435	0.242535638
1500706	ENSG00000100335	0.279139314
3060494	ENSG00000187796	0.718128985
4590687	ENSG00000198399	-0.142823669
4860093	ENSG00000130429	0.472648115
770047	ENSG00000038210	0.709879621
6040259	ENSG00000108839	0.673291221
770152	ENSG00000130449	0.733325475
3420719	ENSG00000110768	0.40205156
3130202	ENSG00000196867	0.473659218
2710093	ENSG00000185252	0.422833691
4290475	ENSG00000138814	0.498113415
2850136	ENSG00000141012	0.476519591
1940612	ENSG00000088930	0.174396165
3780403	ENSG00000140598	0.52598422
3190008	ENSG00000142409	0.635669056
2600537	ENSG00000067955	0.724005381
5130020	ENSG00000204104	0.187237499
5130674	ENSG00000124207	0.649600648
4810128	ENSG00000181649	0.253057184
7510392	ENSG00000066084	0.679612938
5090088	ENSG00000136628	0.64281246
5220068	ENSG00000084092	0.390949009
5220427	ENSG00000215458	0.647515283
2480025	ENSG00000134575	0.58852692
4880110	ENSG00000155744	0.752962176
1240561	ENSG00000130201	0.135607204
5820121	ENSG00000198722	-0.169451288
4200170	ENSG00000145916	0.696185208
3290411	ENSG00000143674	0.477505483
7320370	ENSG00000138378	0.720378753
6100435	ENSG00000120837	-0.103522119
3120187	ENSG00000008323	0.047314867
1510392	ENSG00000091136	0.20095405
2000162	ENSG00000255833	0.227263085
3520189	ENSG00000105245	0.21284626
5260343	ENSG00000166922	0.219044586
6020681	ENSG00000146386	0.224595501
2320400	ENSG00000004864	0.519246793
6520241	ENSG00000205593	0.496163852
7610575	ENSG00000116752	0.251498846
2900162	ENSG00000164112	0.166577409
6560020	ENSG00000114744	0.675841705
1030278	ENSG00000119943	0.584073357
3930253	ENSG00000164631	0.696771444
7560010	ENSG00000163517	0.49548777
6520681	ENSG00000183010	0.36978762
5670471	ENSG00000132881	0.290719198
3780092	ENSG00000146072	0.342037625
2490070	ENSG00000181143	0.303320812
240195	ENSG00000166710	0.292702192
20192	ENSG00000101452	0.070209986
6980632	ENSG00000142235	0.612209054
3180392	ENSG00000019169	0.71743846
6420575	ENSG00000205726	0.454456766
7510253	ENSG00000111644	0.673220907
6650646	ENSG00000250486	0.038171883
7210386	ENSG00000248727	0.031583414
6650017	ENSG00000147416	0.682840979
580671	ENSG00000176055	0.724057796
3310039	ENSG00000255103	-0.094872943
2810167	ENSG00000156795	0.496775824
5820097	ENSG00000135926	0.623385889
1820722	ENSG00000077420	0.670345381
1260280	ENSG00000197714	0.463783446
3120014	ENSG00000100439	0.651212669
60328	ENSG00000157368	0.261910679
1500465	ENSG00000008311	0.074886423
2970072	ENSG00000144712	0.566685711
7560441	ENSG00000226004	0.082149392
5310441	ENSG00000236790	0.321545987
5670014	ENSG00000269564	0.303121524
240400	ENSG00000124225	0.643422912
3710465	ENSG00000146476	0.565712829
4830682	ENSG00000119242	0.49136865
4120152	ENSG00000058729	0.628636752
5720131	ENSG00000157693	0.488835711
60768	ENSG00000127452	0.181103324
940576	ENSG00000166529	0.384129002
830709	ENSG00000225217	0.426085222
6110754	ENSG00000241837	0.300915195
150086	ENSG00000216809	-0.004025109
5050477	ENSG00000078043	0.351323459
2900722	ENSG00000138246	-0.058846533
3520398	ENSG00000185436	0.637647073
4210347	ENSG00000188542	0.39857639
4780041	ENSG00000188177	0.484492335
5820291	ENSG00000171403	0.137419158
4390372	ENSG00000163141	0.378291292
3450364	ENSG00000131652	0.506473396
7570475	ENSG00000127184	0.606917032
870008	ENSG00000075073	-0.00703998
2030612	ENSG00000179241	0.326498883
2140192	ENSG00000178222	0.424064669
2710240	ENSG00000173660	0.530295037
580722	ENSG00000168310	0.476150207
670494	ENSG00000246582	0.352129156
4250376	ENSG00000126705	0.239656981
2570204	ENSG00000181652	0.319888612
3060563	ENSG00000184162	0.54088876
1230176	ENSG00000006432	0.17975361
3120653	ENSG00000117481	0.371160643
1050754	ENSG00000176531	0.561521162
2940446	ENSG00000198959	0.651751612
2970017	ENSG00000196754	0.118548405
3890370	ENSG00000144893	0.056218956
2510707	ENSG00000183665	0.550226779
1500592	ENSG00000118162	0.523104292
1170482	ENSG00000142655	0.35590163
3190427	ENSG00000187098	0.51520048
3830519	ENSG00000125863	0.570853326
650167	ENSG00000188493	0.694202341
2000193	ENSG00000108094	0.545171409
7330523	ENSG00000177721	0.589318068
6510187	ENSG00000154227	0.183036683
6330309	ENSG00000111481	0.499236627
6200309	ENSG00000163879	0.012091251
1010154	ENSG00000204323	0.600087731
3140239	ENSG00000266173	0.649423827
6060356	ENSG00000142541	0.533289863
6940408	ENSG00000188986	0.702290447
5490348	ENSG00000163512	0.713248329
1050301	ENSG00000236349	-0.027942511
2350653	ENSG00000240225	0.146371986
2340598	ENSG00000100124	0.396637822
290086	ENSG00000099949	0.697225594
770754	ENSG00000136295	0.709365029
1570725	ENSG00000163382	0.730787444
2570026	ENSG00000100030	0.543878689
5700008	ENSG00000066056	-0.017453836
7560541	ENSG00000142583	0.439497605
990725	ENSG00000159147	0.515079201
6840241	ENSG00000084652	0.487492522
1580475	ENSG00000136153	0.441214518
6960189	ENSG00000163006	0.658656456
1340192	ENSG00000068615	0.206239357
1190719	ENSG00000100285	0.349711658
3840750	ENSG00000257218	0.448946708
1400397	ENSG00000091947	0.624902694
2490403	ENSG00000100372	0.472223071
7330164	ENSG00000139726	0.72470136
6130747	ENSG00000161542	0.338074024
2510048	ENSG00000118496	0.684007487
4900626	ENSG00000176401	0.548371279
1500025	ENSG00000135951	0.514577756
2450286	ENSG00000005100	-0.13515033
6270022	ENSG00000101336	0.765384962
5900474	ENSG00000163348	0.446728873
1030088	ENSG00000144791	-0.141501277
5900451	ENSG00000173898	0.300855971
1410255	ENSG00000137819	0.174945521
3370039	ENSG00000161243	0.030299515
1430681	ENSG00000160606	0.057176584
6280360	ENSG00000197912	0.595862333
1500543	ENSG00000213985	-0.067800534
1580402	ENSG00000157593	0.596409562
6590594	ENSG00000180573	0.612055897
520431	ENSG00000198961	0.634827055
1980338	ENSG00000135315	-0.076308942
5390239	ENSG00000121594	0.205595041
2000291	ENSG00000185619	0.067984877
6380301	ENSG00000163534	0.043501308
130408	ENSG00000076321	0.641887222
7150600	ENSG00000110330	0.669731764
270368	ENSG00000187621	0.382690631
1230450	ENSG00000149292	0.525950441
1170228	ENSG00000132744	0.111424859
5080154	ENSG00000124788	0.429569714
6650053	ENSG00000112118	0.633731918
1690647	ENSG00000112290	0.374101696
270376	ENSG00000146729	0.683206224
1780273	ENSG00000012779	0.661383063
2650138	ENSG00000157778	0.364811314
3140162	ENSG00000105063	0.721687048
4050056	ENSG00000167291	0.279138804
4200162	ENSG00000141076	0.679163005
1570168	ENSG00000163637	-0.039524067
1740100	ENSG00000007372	-0.029066464
4670709	ENSG00000140398	0.514583143
3840056	ENSG00000012061	0.73313089
6980546	ENSG00000100346	0.710817544
2650504	ENSG00000161813	-0.518091551
430731	ENSG00000185798	0.123578825
7560300	ENSG00000152760	0.250295815
2470358	ENSG00000027697	0.622283396
6290132	ENSG00000170296	0.521067164
2190047	ENSG00000158169	0.195743944
6450347	ENSG00000185787	0.102343169
2760307	ENSG00000256590	0.461175721
1090523	ENSG00000163785	0.759402812
1030685	ENSG00000139192	0.460261661
4040706	ENSG00000174059	0.426698855
5860554	ENSG00000157500	0.323725135
4120348	ENSG00000169410	0.160293025
4610112	ENSG00000006114	0.555954501
7040433	ENSG00000087299	-0.075897541
5670468	ENSG00000100664	0.268408816
1440064	ENSG00000174600	0.719984765
5420435	ENSG00000160199	0.045844419
990164	ENSG00000168350	0.088824391
10037	ENSG00000010318	0.499458502
3930367	ENSG00000153071	0.552632142
3390273	ENSG00000163155	0.058709538
4920450	ENSG00000186300	0.617978973
2570139	ENSG00000120948	0.439138824
1010253	ENSG00000076685	0.594709241
2030482	ENSG00000104763	0.644187825
6290181	ENSG00000007376	0.74892419
1580736	ENSG00000117528	0.66223988
1780446	ENSG00000100889	0.639433232
2260647	ENSG00000177380	0.118853516
2810767	ENSG00000105246	0.100931085
5860356	ENSG00000173482	0.511546098
3170091	ENSG00000179144	0.661538907
6110402	ENSG00000213888	0.111231465
3710632	ENSG00000164022	0.361494482
5550470	ENSG00000169951	0.382922379
1030458	ENSG00000074842	0.610458471
5670100	ENSG00000185339	0.769769286
10148	ENSG00000232539	0.198298176
5670246	ENSG00000075223	0.5903839
2470626	ENSG00000164509	-0.065912425
6270553	ENSG00000169245	0.610099392
4900070	ENSG00000148834	0.594687432
3390121	ENSG00000137757	0.64554845
6370377	ENSG00000131943	0.617501078
4880433	ENSG00000182054	0.679182531
4780093	ENSG00000128694	0.701943641
2940554	ENSG00000134201	0.117522928
2470477	ENSG00000049618	0.044328513
6660112	ENSG00000256862	0.731449441
6250646	ENSG00000083807	0.379571772
650458	ENSG00000168386	0.309566191
4200196	ENSG00000145779	0.668773583
5560546	ENSG00000167595	0.163651242
450168	ENSG00000115875	0.731569025
4880600	ENSG00000171611	0.636255337
3170255	ENSG00000188368	0.257463781
6220372	ENSG00000241058	0.609032783
4200543	ENSG00000116157	0.6235101
5690603	ENSG00000160223	0.593133695
7400669	ENSG00000132478	0.598217829
4120458	ENSG00000167046	0.109482882
1110494	ENSG00000166881	0.584595329
5670609	ENSG00000158615	0.458815401
1660647	ENSG00000131981	0.20468073
870563	ENSG00000134758	0.716864903
3140386	ENSG00000072736	0.342679152
2630022	ENSG00000205937	0.638813484
3870601	ENSG00000102882	0.770577456
4220091	ENSG00000100300	0.711162227
2940201	ENSG00000177576	0.368076479
6110576	ENSG00000179912	0.224249925
1090307	ENSG00000129538	0.355549709
6420164	ENSG00000070731	0.782495742
4540435	ENSG00000189159	0.233393353
6180068	ENSG00000248008	0.260628567
5260520	ENSG00000185875	0.716072831
2510646	ENSG00000140157	0.284704754
460192	ENSG00000165837	-0.014542387
3830075	ENSG00000074410	0.157263438
4220086	ENSG00000255302	0.708120678
6770376	ENSG00000035681	0.671680538
1510685	ENSG00000125170	0.187643066
5910202	ENSG00000104872	0.724242091
7040035	ENSG00000089127	0.687588422
4060722	ENSG00000215021	0.547473765
6480014	ENSG00000103742	0.263675594
2470020	ENSG00000083312	0.738761908
4760338	ENSG00000101224	0.684523848
3850059	ENSG00000135363	0.485994844
5270112	ENSG00000112972	0.357499702
3140608	ENSG00000135439	0.046735985
3130139	ENSG00000183784	0.653410112
4260139	ENSG00000085662	0.626857743
6510681	ENSG00000013561	0.676577466
5050343	ENSG00000180336	-0.047653468
4850484	ENSG00000100218	0.289567125
4760450	ENSG00000161981	0.627320019
2630053	ENSG00000113163	0.447601557
1230168	ENSG00000231205	0.160714486
6590196	ENSG00000175324	0.516212443
5550750	ENSG00000155097	0.475886559
160368	ENSG00000167680	0.443282928
3420017	ENSG00000103042	0.619326643
1580400	ENSG00000105948	0.565098985
7610279	ENSG00000177030	0.583229132
3780017	ENSG00000101307	0.784846011
670601	ENSG00000225159	-0.108551075
3610114	ENSG00000110442	0.627861155
630014	ENSG00000111885	0.711771752
870241	ENSG00000076984	0.489042873
4040176	ENSG00000130702	0.672271732
3370168	ENSG00000175267	0.199854533
3390075	ENSG00000088179	0.705072166
5390202	ENSG00000184840	0.57121563
630100	ENSG00000089006	0.320577436
2710520	ENSG00000134146	0.667317978
2490670	ENSG00000111670	0.218225655
4230301	ENSG00000184207	0.605615168
2680129	ENSG00000180357	0.281318184
7100301	ENSG00000003400	0.271883259
7560674	ENSG00000253797	0.632455178
7040689	ENSG00000138028	0.021335843
5870537	ENSG00000181240	0.085279646
1430735	ENSG00000173848	0.685595646
540524	ENSG00000153406	0.693850559
3890743	ENSG00000124701	0.187817227
2690102	ENSG00000115661	0.4897841
1990280	ENSG00000137871	0.523447431
4490114	ENSG00000186660	0.390278415
7150162	ENSG00000131368	0.542595694
2760138	ENSG00000167083	0.64488798
6330168	ENSG00000072840	0.086109912
1410386	ENSG00000173239	0.0164526
7100239	ENSG00000104904	0.576624172
4810451	ENSG00000145740	0.691806839
1110102	ENSG00000153936	0.564576179
5910537	ENSG00000188981	0.031200452
990184	ENSG00000163636	0.264556795
6220327	ENSG00000090316	0.348194921
2470463	ENSG00000182919	0.740244559
1340600	ENSG00000087074	0.703638419
520184	ENSG00000115756	0.589709037
2350209	ENSG00000163374	0.565043578
5130672	ENSG00000234545	0.707455779
50224	ENSG00000160049	0.462331692
4640240	ENSG00000104327	0.061018606
4920053	ENSG00000154640	0.688105583
770091	ENSG00000225690	0.206710369
1240315	ENSG00000172867	0.39970695
6520646	ENSG00000140575	0.542090317
6580682	ENSG00000188603	0.757937065
2490674	ENSG00000173928	-0.14809716
1510100	ENSG00000235919	0.051482532
