Probe	Ensembl
6650017	ENSG00000147416
580671	ENSG00000176055
3310039	ENSG00000255103
2810167	ENSG00000156795
5820097	ENSG00000135926
1820722	ENSG00000077420
2970168	ENSG00000197714
3120014	ENSG00000100439
60328	ENSG00000157368
1500465	ENSG00000008311
2970072	ENSG00000144712
7560441	ENSG00000226004
5310441	ENSG00000236790
4060379	ENSG00000269564
240400	ENSG00000124225
3710465	ENSG00000146476
4830682	ENSG00000119242
4120152	ENSG00000058729
5720131	ENSG00000157693
60768	ENSG00000127452
940576	ENSG00000166529
6020750	ENSG00000253649
830709	ENSG00000225217
6110754	ENSG00000241837
150086	ENSG00000216809
5050477	ENSG00000078043
2900722	ENSG00000138246
3520398	ENSG00000185436
4210347	ENSG00000188542
4780041	ENSG00000188177
5820291	ENSG00000171403
4390372	ENSG00000163141
3450364	ENSG00000131652
7570475	ENSG00000127184
870008	ENSG00000075073
2030612	ENSG00000179241
2140192	ENSG00000178222
2710240	ENSG00000173660
580722	ENSG00000168310
670494	ENSG00000246582
4250376	ENSG00000126705
2570204	ENSG00000181652
3060563	ENSG00000184162
1230176	ENSG00000006432
3120653	ENSG00000117481
1050754	ENSG00000176531
2940446	ENSG00000198959
7550220	ENSG00000196754
3890370	ENSG00000144893
2510707	ENSG00000183665
1500592	ENSG00000118162
1170482	ENSG00000142655
3190427	ENSG00000187098
3830519	ENSG00000125863
650167	ENSG00000188493
2000193	ENSG00000108094
7330523	ENSG00000177721
6510187	ENSG00000154227
6330309	ENSG00000111481
6200309	ENSG00000163879
1010154	ENSG00000204323
3140239	ENSG00000266173
6060356	ENSG00000142541
6940408	ENSG00000188986
5490348	ENSG00000163512
1050301	ENSG00000236349
2350653	ENSG00000240225
2340598	ENSG00000100124
290086	ENSG00000099949
770754	ENSG00000136295
1570725	ENSG00000163382
2570026	ENSG00000100030
2570524	ENSG00000171282
5700008	ENSG00000066056
7560541	ENSG00000142583
990725	ENSG00000159147
4830553	ENSG00000181826
6840241	ENSG00000084652
1580475	ENSG00000136153
6960189	ENSG00000163006
1340192	ENSG00000068615
1190719	ENSG00000100285
3840750	ENSG00000257218
1400397	ENSG00000091947
2490403	ENSG00000100372
7330164	ENSG00000139726
6130747	ENSG00000161542
2510048	ENSG00000118496
4900626	ENSG00000176401
1500025	ENSG00000135951
2450286	ENSG00000005100
6270022	ENSG00000101336
5900474	ENSG00000163348
1030088	ENSG00000144791
5900451	ENSG00000173898
1410255	ENSG00000137819
3370039	ENSG00000161243
1430681	ENSG00000160606
6280360	ENSG00000197912
1500543	ENSG00000213985
1580402	ENSG00000157593
6590594	ENSG00000180573
520431	ENSG00000198961
1980338	ENSG00000135315
5390239	ENSG00000121594
2000291	ENSG00000185619
6380301	ENSG00000163534
130408	ENSG00000076321
840280	ENSG00000110330
270368	ENSG00000187621
1230450	ENSG00000149292
1170228	ENSG00000132744
5080154	ENSG00000124788
6650053	ENSG00000112118
1690647	ENSG00000112290
270376	ENSG00000146729
1780273	ENSG00000012779
2650138	ENSG00000157778
3140162	ENSG00000105063
4050056	ENSG00000167291
4200162	ENSG00000141076
1570168	ENSG00000163637
1740100	ENSG00000007372
4670709	ENSG00000140398
3840056	ENSG00000012061
6980546	ENSG00000100346
2650504	ENSG00000161813
430731	ENSG00000185798
7560300	ENSG00000152760
2470358	ENSG00000027697
580092	ENSG00000240809
3840332	ENSG00000170296
2190047	ENSG00000158169
6450347	ENSG00000185787
2760307	ENSG00000256590
5260181	ENSG00000163633
1090523	ENSG00000163785
1030685	ENSG00000139192
4040706	ENSG00000174059
7650707	ENSG00000215156
5860554	ENSG00000157500
4120348	ENSG00000169410
4610112	ENSG00000006114
7040433	ENSG00000087299
5670468	ENSG00000100664
1440064	ENSG00000174600
1850324	ENSG00000170919
5420435	ENSG00000160199
990164	ENSG00000168350
10037	ENSG00000010318
3930367	ENSG00000153071
3390273	ENSG00000163155
4920450	ENSG00000186300
2570139	ENSG00000120948
1010253	ENSG00000076685
2030482	ENSG00000104763
6290181	ENSG00000007376
1580736	ENSG00000117528
5910717	ENSG00000207980
1780446	ENSG00000100889
2260647	ENSG00000177380
2810767	ENSG00000105246
5860356	ENSG00000173482
1050427	ENSG00000172171
3170091	ENSG00000179144
6110402	ENSG00000213888
3710632	ENSG00000164022
5550470	ENSG00000169951
1030458	ENSG00000074842
5670100	ENSG00000185339
5670246	ENSG00000075223
2470626	ENSG00000164509
6270553	ENSG00000169245
4900070	ENSG00000148834
3390121	ENSG00000137757
6370377	ENSG00000131943
4880433	ENSG00000182054
3840747	ENSG00000128694
150333	ENSG00000260792
2940554	ENSG00000134201
2470477	ENSG00000049618
6660112	ENSG00000256862
6250646	ENSG00000083807
650458	ENSG00000168386
4200196	ENSG00000145779
5560546	ENSG00000167595
450168	ENSG00000115875
4880600	ENSG00000171611
3170255	ENSG00000188368
6220372	ENSG00000241058
4200543	ENSG00000116157
5690603	ENSG00000160223
7400669	ENSG00000132478
4120458	ENSG00000167046
1110494	ENSG00000166881
5670609	ENSG00000158615
4060368	ENSG00000268852
1660647	ENSG00000131981
870563	ENSG00000134758
3140386	ENSG00000072736
2630022	ENSG00000205937
3870601	ENSG00000102882
4220091	ENSG00000100300
2940201	ENSG00000177576
6110576	ENSG00000179912
1090307	ENSG00000129538
6420164	ENSG00000070731
4540435	ENSG00000189159
6180068	ENSG00000248008
5260520	ENSG00000185875
2510646	ENSG00000140157
460192	ENSG00000165837
3830075	ENSG00000074410
4220086	ENSG00000255302
6770376	ENSG00000035681
1510685	ENSG00000125170
5910202	ENSG00000104872
7040035	ENSG00000089127
4060722	ENSG00000215021
6480014	ENSG00000103742
2470020	ENSG00000083312
4760338	ENSG00000101224
3850059	ENSG00000135363
5270112	ENSG00000112972
3140608	ENSG00000135439
6560411	ENSG00000183784
4260139	ENSG00000085662
6510681	ENSG00000013561
5050343	ENSG00000180336
4850484	ENSG00000100218
4760450	ENSG00000161981
2630053	ENSG00000113163
1230168	ENSG00000231205
6590196	ENSG00000175324
5550750	ENSG00000155097
160368	ENSG00000167680
3420017	ENSG00000103042
1580400	ENSG00000105948
7610279	ENSG00000177030
3780017	ENSG00000101307
670601	ENSG00000225159
3610114	ENSG00000110442
630014	ENSG00000111885
870241	ENSG00000076984
4040176	ENSG00000130702
3370168	ENSG00000175267
3390075	ENSG00000088179
5390202	ENSG00000184840
630100	ENSG00000089006
2710520	ENSG00000134146
2490670	ENSG00000111670
4230301	ENSG00000184207
2680129	ENSG00000180357
7100301	ENSG00000003400
5570128	ENSG00000212743
7560674	ENSG00000253797
7040689	ENSG00000138028
5870537	ENSG00000181240
1430735	ENSG00000173848
540524	ENSG00000153406
3890743	ENSG00000124701
2690102	ENSG00000115661
1990280	ENSG00000137871
4490114	ENSG00000186660
7150162	ENSG00000131368
2760138	ENSG00000167083
6330168	ENSG00000072840
1410386	ENSG00000173239
7100239	ENSG00000104904
4810451	ENSG00000145740
1110102	ENSG00000153936
5910537	ENSG00000188981
990184	ENSG00000163636
6220327	ENSG00000090316
1010707	ENSG00000238121
60343	ENSG00000236423
2470463	ENSG00000182919
1340600	ENSG00000087074
520184	ENSG00000115756
2350209	ENSG00000163374
5130672	ENSG00000234545
50224	ENSG00000160049
3990075	ENSG00000058056
4640240	ENSG00000104327
4920053	ENSG00000154640
770091	ENSG00000225690
1240315	ENSG00000172867
6520646	ENSG00000140575
6580682	ENSG00000188603
2490674	ENSG00000173928
2230608	ENSG00000235919
6020280	ENSG00000213281
6060468	ENSG00000143546
4040373	ENSG00000165699
6400131	ENSG00000019186
5340471	ENSG00000074706
2750746	ENSG00000116750
5090450	ENSG00000174243
6840576	ENSG00000175938
3520382	ENSG00000082258
3870671	ENSG00000119760
6580064	ENSG00000226677
3180152	ENSG00000149571
1190047	ENSG00000170456
5490356	ENSG00000162231
1170020	ENSG00000145217
7040386	ENSG00000078401
3870519	ENSG00000145425
4260762	ENSG00000130724
1710382	ENSG00000188818
1470379	ENSG00000161180
4040097	ENSG00000067082
3130577	ENSG00000124541
940519	ENSG00000183134
6330170	ENSG00000110721
840609	ENSG00000124233
2510494	ENSG00000117408
2230400	ENSG00000157388
3780148	ENSG00000146576
4060471	ENSG00000103876
7650167	ENSG00000171101
4670398	ENSG00000074219
3140133	ENSG00000240890
6510195	ENSG00000125900
2570288	ENSG00000035115
2320273	ENSG00000115255
7570630	ENSG00000242265
4920390	ENSG00000169071
2450634	ENSG00000100413
3140731	ENSG00000112159
3060553	ENSG00000260415
5420376	ENSG00000133103
3460224	ENSG00000128739
6280048	ENSG00000182118
3460131	ENSG00000132681
7160458	ENSG00000081177
5670167	ENSG00000070413
1570162	ENSG00000106638
2060543	ENSG00000031081
7610364	ENSG00000136141
5420564	ENSG00000165030
6110152	ENSG00000205929
3370086	ENSG00000089041
4900315	ENSG00000256167
1510026	ENSG00000119686
3870400	ENSG00000235217
60487	ENSG00000204241
4890288	ENSG00000228606
3990133	ENSG00000180035
3870402	ENSG00000139645
3400403	ENSG00000264772
2370414	ENSG00000007520
3440386	ENSG00000143369
5050689	ENSG00000075651
6130521	ENSG00000172977
6040653	ENSG00000121236
4830437	ENSG00000213064
5900594	ENSG00000116815
3140553	ENSG00000079332
2850468	ENSG00000254837
3800553	ENSG00000151065
2710114	ENSG00000078369
2940164	ENSG00000127564
2510519	ENSG00000075290
4760474	ENSG00000127824
3400170	ENSG00000162396
5720039	ENSG00000163739
4880300	ENSG00000180423
4230653	ENSG00000112237
5130332	ENSG00000085644
1430678	ENSG00000141219
10075	ENSG00000169957
1510452	ENSG00000176731
5360392	ENSG00000078804
3890543	ENSG00000139163
1240242	ENSG00000080819
4230296	ENSG00000161057
7510093	ENSG00000197321
2760093	ENSG00000135722
5270747	ENSG00000103160
1170059	ENSG00000079435
5340687	ENSG00000168070
4210113	ENSG00000140932
4120367	ENSG00000087253
5360424	ENSG00000071242
110450	ENSG00000146828
2650332	ENSG00000186230
510719	ENSG00000176222
2650100	ENSG00000171492
4610543	ENSG00000196781
6380743	ENSG00000117758
2640110	ENSG00000112685
1820201	ENSG00000075275
5810437	ENSG00000103037
2450608	ENSG00000122729
3440241	ENSG00000168172
1510408	ENSG00000171448
2490408	ENSG00000165506
1440053	ENSG00000185818
6100112	ENSG00000136854
5220400	ENSG00000117877
4390301	ENSG00000187688
1170196	ENSG00000182566
4670575	ENSG00000109854
7210630	ENSG00000141040
5570682	ENSG00000166250
4150017	ENSG00000182749
2190148	ENSG00000117228
2850243	ENSG00000130038
2140402	ENSG00000121903
4220195	ENSG00000226287
5720154	ENSG00000204859
6250092	ENSG00000178498
940431	ENSG00000128595
2510551	ENSG00000104375
830035	ENSG00000144848
1470592	ENSG00000174989
840121	ENSG00000167815
4900465	ENSG00000175792
5130274	ENSG00000154122
5220504	ENSG00000170791
7210397	ENSG00000090581
2140349	ENSG00000118058
2940041	ENSG00000215148
6180427	ENSG00000123689
1030471	ENSG00000058262
3310463	ENSG00000075884
4150091	ENSG00000110090
1780709	ENSG00000100201
7570156	ENSG00000217325
2120324	ENSG00000111664
70279	ENSG00000187546
1300497	ENSG00000114902
4610435	ENSG00000187790
1850551	ENSG00000161960
5810725	ENSG00000181074
1410278	ENSG00000109272
3840196	ENSG00000168389
6270722	ENSG00000177943
1740255	ENSG00000170049
7100131	ENSG00000074582
7400343	ENSG00000111450
1570131	ENSG00000166136
6400465	ENSG00000111679
3390068	ENSG00000167967
2140398	ENSG00000012822
3940309	ENSG00000140326
6560220	ENSG00000134242
1500048	ENSG00000169683
380152	ENSG00000163067
4480615	ENSG00000187800
7150259	ENSG00000122783
5960164	ENSG00000153395
1340139	ENSG00000153094
2510079	ENSG00000125656
3460687	ENSG00000052749
3800161	ENSG00000135480
70603	ENSG00000152492
5390246	ENSG00000126353
580639	ENSG00000206077
2340273	ENSG00000233850
6860450	ENSG00000203326
6250139	ENSG00000127533
6180019	ENSG00000119185
620240	ENSG00000159842
1510382	ENSG00000182379
430451	ENSG00000137098
7570551	ENSG00000167978
2710400	ENSG00000134755
7100253	ENSG00000117533
2810615	ENSG00000106070
1820114	ENSG00000186818
3890270	ENSG00000117215
460110	ENSG00000149927
290524	ENSG00000162601
1190731	ENSG00000114656
4850521	ENSG00000163002
2710735	ENSG00000108551
2370129	ENSG00000136986
2480544	ENSG00000145936
1410379	ENSG00000106799
1510035	ENSG00000085832
6760594	ENSG00000214309
520292	ENSG00000258839
2140392	ENSG00000213015
3930601	ENSG00000178685
6370242	ENSG00000025770
1430138	ENSG00000185022
7160082	ENSG00000128607
2690215	ENSG00000160679
1770360	ENSG00000157259
3440079	ENSG00000196975
110327	ENSG00000008952
1580735	ENSG00000136243
2370064	ENSG00000141505
5270414	ENSG00000255145
3840672	ENSG00000224769
2140136	ENSG00000127507
7610079	ENSG00000160207
2940373	ENSG00000147526
4180392	ENSG00000149735
670014	ENSG00000126215
7000369	ENSG00000170458
1450136	ENSG00000235505
2940546	ENSG00000139233
2260048	ENSG00000187667
20154	ENSG00000157510
3870291	ENSG00000151690
1710091	ENSG00000169047
2350661	ENSG00000104522
2570328	ENSG00000071575
7400707	ENSG00000182326
510468	ENSG00000123405
4230603	ENSG00000160392
7100484	ENSG00000118557
6450402	ENSG00000186399
4280068	ENSG00000100403
3450370	ENSG00000136159
6560148	ENSG00000011007
1780564	ENSG00000070831
2320546	ENSG00000106976
2260370	ENSG00000176473
3290717	ENSG00000087338
5340487	ENSG00000124275
1570079	ENSG00000182621
3710291	ENSG00000180855
1240703	ENSG00000075886
940672	ENSG00000181830
150156	ENSG00000107897
6660309	ENSG00000197111
4040575	ENSG00000197361
1110022	ENSG00000138160
4760717	ENSG00000188596
1050020	ENSG00000091106
1230736	ENSG00000117425
6510189	ENSG00000196715
870014	ENSG00000148426
2370270	ENSG00000205784
2030332	ENSG00000072135
870356	ENSG00000226688
4560541	ENSG00000168404
5810424	ENSG00000139178
7150154	ENSG00000117569
4640630	ENSG00000241399
7100458	ENSG00000116353
7510114	ENSG00000009307
4590541	ENSG00000124215
3460037	ENSG00000150656
7330189	ENSG00000132563
1580709	ENSG00000087303
3420162	ENSG00000139182
610332	ENSG00000128656
5560348	ENSG00000196559
4060717	ENSG00000188897
7380634	ENSG00000101189
4900240	ENSG00000108306
2650497	ENSG00000147650
1430341	ENSG00000213402
1940273	ENSG00000141258
1770376	ENSG00000166401
1190193	ENSG00000121671
1820270	ENSG00000104043
130598	ENSG00000163507
990259	ENSG00000180279
4280300	ENSG00000166938
2600373	ENSG00000242314
5810609	ENSG00000163807
6980270	ENSG00000260927
130056	ENSG00000196476
1580025	ENSG00000127920
1990487	ENSG00000114127
540093	ENSG00000127578
2760242	ENSG00000156299
7560632	ENSG00000113263
3390241	ENSG00000119950
3520762	ENSG00000158560
4610139	ENSG00000170545
3120301	ENSG00000050393
670639	ENSG00000102910
4610180	ENSG00000133056
1770037	ENSG00000115306
1030722	ENSG00000171843
5860609	ENSG00000127561
2630102	ENSG00000160050
4890082	ENSG00000198718
1240746	ENSG00000124116
4180494	ENSG00000005844
2230026	ENSG00000102554
5810347	ENSG00000119685
3840026	ENSG00000119927
2600332	ENSG00000119509
730541	ENSG00000126226
6280594	ENSG00000118113
2190563	ENSG00000028310
