Probe	Ensembl	Correlation
ENSG00000238829	ENSG00000238829	1
ENSG00000238975	ENSG00000238975	1
ENSG00000239203	ENSG00000239203	1
ENSG00000239246	ENSG00000239246	1
ENSG00000239300	ENSG00000239300	1
ENSG00000239332	ENSG00000239332	1
ENSG00000239335	ENSG00000239335	1
ENSG00000239419	ENSG00000239419	1
ENSG00000239523	ENSG00000239523	1
ENSG00000239557	ENSG00000239557	1
ENSG00000239670	ENSG00000239670	1
ENSG00000239736	ENSG00000239736	1
ENSG00000239763	ENSG00000239763	1
ENSG00000239830	ENSG00000239830	1
ENSG00000239941	ENSG00000239941	1
ENSG00000239959	ENSG00000239959	1
ENSG00000240057	ENSG00000240057	1
ENSG00000240184	ENSG00000240184	1
ENSG00000240207	ENSG00000240207	1
ENSG00000240350	ENSG00000240350	1
ENSG00000240366	ENSG00000240366	1
ENSG00000240395	ENSG00000240395	1
ENSG00000240463	ENSG00000240463	1
ENSG00000240497	ENSG00000240497	1
ENSG00000240498	ENSG00000240498	1
ENSG00000240522	ENSG00000240522	1
ENSG00000240563	ENSG00000240563	1
ENSG00000240616	ENSG00000240616	1
ENSG00000240754	ENSG00000240754	1
ENSG00000240758	ENSG00000240758	1
ENSG00000240823	ENSG00000240823	1
ENSG00000240889	ENSG00000240889	1
ENSG00000240890	ENSG00000240890	1
ENSG00000240972	ENSG00000240972	1
ENSG00000241057	ENSG00000241057	1
ENSG00000241360	ENSG00000241360	1
ENSG00000241411	ENSG00000241411	1
ENSG00000241431	ENSG00000241431	1
ENSG00000241464	ENSG00000241464	1
ENSG00000241490	ENSG00000241490	1
ENSG00000241511	ENSG00000241511	1
ENSG00000241528	ENSG00000241528	1
ENSG00000241556	ENSG00000241556	1
ENSG00000241644	ENSG00000241644	1
ENSG00000241678	ENSG00000241678	1
ENSG00000241732	ENSG00000241732	1
ENSG00000241782	ENSG00000241782	1
ENSG00000242017	ENSG00000242017	1
ENSG00000242048	ENSG00000242048	1
ENSG00000242198	ENSG00000242198	1
ENSG00000242208	ENSG00000242208	1
ENSG00000242294	ENSG00000242294	1
ENSG00000242314	ENSG00000242314	1
ENSG00000242337	ENSG00000242337	1
ENSG00000242445	ENSG00000242445	1
ENSG00000242473	ENSG00000242473	1
ENSG00000242477	ENSG00000242477	1
ENSG00000242551	ENSG00000242551	1
ENSG00000242580	ENSG00000242580	1
ENSG00000242615	ENSG00000242615	1
ENSG00000242616	ENSG00000242616	1
ENSG00000242689	ENSG00000242689	1
ENSG00000242712	ENSG00000242712	1
ENSG00000242736	ENSG00000242736	1
ENSG00000242866	ENSG00000242866	1
ENSG00000242887	ENSG00000242887	1
ENSG00000243063	ENSG00000243063	1
ENSG00000243066	ENSG00000243066	1
ENSG00000243176	ENSG00000243176	1
ENSG00000243243	ENSG00000243243	1
ENSG00000243304	ENSG00000243304	1
ENSG00000243368	ENSG00000243368	1
ENSG00000243431	ENSG00000243431	1
ENSG00000243433	ENSG00000243433	1
ENSG00000243491	ENSG00000243491	1
ENSG00000243517	ENSG00000243517	1
ENSG00000243560	ENSG00000243560	1
ENSG00000243565	ENSG00000243565	1
ENSG00000243709	ENSG00000243709	1
ENSG00000243710	ENSG00000243710	1
ENSG00000243745	ENSG00000243745	1
ENSG00000243788	ENSG00000243788	1
ENSG00000243795	ENSG00000243795	1
ENSG00000243797	ENSG00000243797	1
ENSG00000243806	ENSG00000243806	1
ENSG00000243888	ENSG00000243888	1
ENSG00000243910	ENSG00000243910	1
ENSG00000243926	ENSG00000243926	1
ENSG00000243960	ENSG00000243960	1
ENSG00000244063	ENSG00000244063	1
ENSG00000244071	ENSG00000244071	1
ENSG00000244124	ENSG00000244124	1
ENSG00000244161	ENSG00000244161	1
ENSG00000244198	ENSG00000244198	1
ENSG00000244219	ENSG00000244219	1
ENSG00000244300	ENSG00000244300	1
ENSG00000244361	ENSG00000244361	1
ENSG00000244515	ENSG00000244515	1
ENSG00000244538	ENSG00000244538	1
ENSG00000244556	ENSG00000244556	1
ENSG00000244649	ENSG00000244649	1
ENSG00000244661	ENSG00000244661	1
ENSG00000244668	ENSG00000244668	1
ENSG00000244720	ENSG00000244720	1
ENSG00000244733	ENSG00000244733	1
ENSG00000245017	ENSG00000245017	1
ENSG00000245080	ENSG00000245080	1
ENSG00000245317	ENSG00000245317	1
ENSG00000245466	ENSG00000245466	1
ENSG00000245498	ENSG00000245498	1
ENSG00000245534	ENSG00000245534	1
ENSG00000245573	ENSG00000245573	1
ENSG00000245748	ENSG00000245748	1
ENSG00000245848	ENSG00000245848	1
ENSG00000245869	ENSG00000245869	1
ENSG00000246228	ENSG00000246228	1
ENSG00000246448	ENSG00000246448	1
ENSG00000246596	ENSG00000246596	1
ENSG00000247317	ENSG00000247317	1
ENSG00000247363	ENSG00000247363	1
ENSG00000247498	ENSG00000247498	1
ENSG00000247516	ENSG00000247516	1
ENSG00000247595	ENSG00000247595	1
ENSG00000247629	ENSG00000247629	1
ENSG00000247735	ENSG00000247735	1
ENSG00000248015	ENSG00000248015	1
ENSG00000248265	ENSG00000248265	1
ENSG00000248278	ENSG00000248278	1
ENSG00000248485	ENSG00000248485	1
ENSG00000248514	ENSG00000248514	1
ENSG00000248516	ENSG00000248516	1
ENSG00000248554	ENSG00000248554	1
ENSG00000248559	ENSG00000248559	1
ENSG00000248603	ENSG00000248603	1
ENSG00000248632	ENSG00000248632	1
ENSG00000248671	ENSG00000248671	1
ENSG00000248746	ENSG00000248746	1
ENSG00000248774	ENSG00000248774	1
ENSG00000248780	ENSG00000248780	1
ENSG00000248866	ENSG00000248866	1
ENSG00000248923	ENSG00000248923	1
ENSG00000248925	ENSG00000248925	1
ENSG00000249109	ENSG00000249109	1
ENSG00000249119	ENSG00000249119	1
ENSG00000249129	ENSG00000249129	1
ENSG00000249160	ENSG00000249160	1
ENSG00000249173	ENSG00000249173	1
ENSG00000249249	ENSG00000249249	1
ENSG00000249309	ENSG00000249309	1
ENSG00000249396	ENSG00000249396	1
ENSG00000249485	ENSG00000249485	1
ENSG00000249492	ENSG00000249492	1
ENSG00000249502	ENSG00000249502	1
ENSG00000249565	ENSG00000249565	1
ENSG00000249572	ENSG00000249572	1
ENSG00000249601	ENSG00000249601	1
ENSG00000249624	ENSG00000249624	1
ENSG00000249685	ENSG00000249685	1
ENSG00000249709	ENSG00000249709	1
ENSG00000249741	ENSG00000249741	1
ENSG00000249762	ENSG00000249762	1
ENSG00000249763	ENSG00000249763	1
ENSG00000249846	ENSG00000249846	1
ENSG00000249849	ENSG00000249849	1
ENSG00000249947	ENSG00000249947	1
ENSG00000249993	ENSG00000249993	1
ENSG00000250021	ENSG00000250021	1
ENSG00000250031	ENSG00000250031	1
ENSG00000250081	ENSG00000250081	1
ENSG00000250131	ENSG00000250131	1
ENSG00000250132	ENSG00000250132	1
ENSG00000250326	ENSG00000250326	1
ENSG00000250348	ENSG00000250348	1
ENSG00000250365	ENSG00000250365	1
ENSG00000250381	ENSG00000250381	1
ENSG00000250412	ENSG00000250412	1
ENSG00000250474	ENSG00000250474	1
ENSG00000250508	ENSG00000250508	1
ENSG00000250539	ENSG00000250539	1
ENSG00000250569	ENSG00000250569	1
ENSG00000250575	ENSG00000250575	1
ENSG00000250651	ENSG00000250651	1
ENSG00000250659	ENSG00000250659	1
ENSG00000250742	ENSG00000250742	1
ENSG00000250751	ENSG00000250751	1
ENSG00000250889	ENSG00000250889	1
ENSG00000250892	ENSG00000250892	1
ENSG00000250909	ENSG00000250909	1
ENSG00000251050	ENSG00000251050	1
ENSG00000251093	ENSG00000251093	1
ENSG00000251131	ENSG00000251131	1
ENSG00000251161	ENSG00000251161	1
ENSG00000251229	ENSG00000251229	1
ENSG00000251333	ENSG00000251333	1
ENSG00000251381	ENSG00000251381	1
ENSG00000251411	ENSG00000251411	1
ENSG00000251429	ENSG00000251429	1
ENSG00000251441	ENSG00000251441	1
ENSG00000251450	ENSG00000251450	1
ENSG00000251453	ENSG00000251453	1
ENSG00000251495	ENSG00000251495	1
ENSG00000251580	ENSG00000251580	1
ENSG00000251593	ENSG00000251593	1
ENSG00000251637	ENSG00000251637	1
ENSG00000251692	ENSG00000251692	1
ENSG00000251739	ENSG00000251739	1
ENSG00000251795	ENSG00000251795	1
ENSG00000251819	ENSG00000251819	1
ENSG00000251988	ENSG00000251988	1
ENSG00000251992	ENSG00000251992	1
ENSG00000251994	ENSG00000251994	1
ENSG00000252105	ENSG00000252105	1
ENSG00000252150	ENSG00000252150	1
ENSG00000252206	ENSG00000252206	1
ENSG00000252274	ENSG00000252274	1
ENSG00000252412	ENSG00000252412	1
ENSG00000252447	ENSG00000252447	1
ENSG00000252481	ENSG00000252481	1
ENSG00000252609	ENSG00000252609	1
ENSG00000252817	ENSG00000252817	1
ENSG00000252916	ENSG00000252916	1
ENSG00000252925	ENSG00000252925	1
ENSG00000253005	ENSG00000253005	1
ENSG00000253214	ENSG00000253214	1
ENSG00000253234	ENSG00000253234	1
ENSG00000253269	ENSG00000253269	1
ENSG00000253293	ENSG00000253293	1
ENSG00000253305	ENSG00000253305	1
ENSG00000253326	ENSG00000253326	1
ENSG00000253330	ENSG00000253330	1
ENSG00000253394	ENSG00000253394	1
ENSG00000253438	ENSG00000253438	1
ENSG00000253559	ENSG00000253559	1
ENSG00000253590	ENSG00000253590	1
ENSG00000253626	ENSG00000253626	1
ENSG00000253649	ENSG00000253649	1
ENSG00000253704	ENSG00000253704	1
ENSG00000253720	ENSG00000253720	1
ENSG00000253736	ENSG00000253736	1
ENSG00000253764	ENSG00000253764	1
ENSG00000253818	ENSG00000253818	1
ENSG00000253882	ENSG00000253882	1
ENSG00000253919	ENSG00000253919	1
ENSG00000253921	ENSG00000253921	1
ENSG00000253955	ENSG00000253955	1
ENSG00000253998	ENSG00000253998	1
ENSG00000254017	ENSG00000254017	1
ENSG00000254030	ENSG00000254030	1
ENSG00000254126	ENSG00000254126	1
ENSG00000254165	ENSG00000254165	1
ENSG00000254231	ENSG00000254231	1
ENSG00000254286	ENSG00000254286	1
ENSG00000254362	ENSG00000254362	1
ENSG00000254389	ENSG00000254389	1
ENSG00000254409	ENSG00000254409	1
ENSG00000254427	ENSG00000254427	1
ENSG00000254454	ENSG00000254454	1
ENSG00000254461	ENSG00000254461	1
ENSG00000254528	ENSG00000254528	1
ENSG00000254539	ENSG00000254539	1
ENSG00000254554	ENSG00000254554	1
ENSG00000254577	ENSG00000254577	1
ENSG00000254634	ENSG00000254634	1
ENSG00000254691	ENSG00000254691	1
ENSG00000254717	ENSG00000254717	1
ENSG00000254756	ENSG00000254756	1
ENSG00000254759	ENSG00000254759	1
ENSG00000254810	ENSG00000254810	1
ENSG00000254852	ENSG00000254852	1
ENSG00000254859	ENSG00000254859	1
ENSG00000254912	ENSG00000254912	1
ENSG00000254997	ENSG00000254997	1
ENSG00000255045	ENSG00000255045	1
ENSG00000255046	ENSG00000255046	1
ENSG00000255092	ENSG00000255092	1
ENSG00000255103	ENSG00000255103	1
ENSG00000255186	ENSG00000255186	1
ENSG00000255189	ENSG00000255189	1
ENSG00000255263	ENSG00000255263	1
ENSG00000255337	ENSG00000255337	1
ENSG00000255423	ENSG00000255423	1
ENSG00000255438	ENSG00000255438	1
ENSG00000255443	ENSG00000255443	1
ENSG00000255449	ENSG00000255449	1
ENSG00000255478	ENSG00000255478	1
ENSG00000255521	ENSG00000255521	1
ENSG00000255661	ENSG00000255661	1
ENSG00000255741	ENSG00000255741	1
ENSG00000255748	ENSG00000255748	1
ENSG00000255989	ENSG00000255989	1
ENSG00000256053	ENSG00000256053	1
ENSG00000256139	ENSG00000256139	1
ENSG00000256171	ENSG00000256171	1
ENSG00000256234	ENSG00000256234	1
ENSG00000256263	ENSG00000256263	1
ENSG00000256338	ENSG00000256338	1
ENSG00000256383	ENSG00000256383	1
ENSG00000256590	ENSG00000256590	1
ENSG00000256591	ENSG00000256591	1
ENSG00000256604	ENSG00000256604	1
ENSG00000256612	ENSG00000256612	1
ENSG00000256673	ENSG00000256673	1
ENSG00000256690	ENSG00000256690	1
ENSG00000256751	ENSG00000256751	1
ENSG00000256812	ENSG00000256812	1
ENSG00000256885	ENSG00000256885	1
ENSG00000256897	ENSG00000256897	1
ENSG00000256987	ENSG00000256987	1
ENSG00000257094	ENSG00000257094	1
ENSG00000257303	ENSG00000257303	1
ENSG00000257307	ENSG00000257307	1
ENSG00000257315	ENSG00000257315	1
ENSG00000257345	ENSG00000257345	1
ENSG00000257354	ENSG00000257354	1
ENSG00000257446	ENSG00000257446	1
ENSG00000257509	ENSG00000257509	1
ENSG00000257595	ENSG00000257595	1
ENSG00000257681	ENSG00000257681	1
ENSG00000257696	ENSG00000257696	1
ENSG00000257740	ENSG00000257740	1
ENSG00000257800	ENSG00000257800	1
ENSG00000257953	ENSG00000257953	1
ENSG00000258130	ENSG00000258130	1
ENSG00000258172	ENSG00000258172	1
ENSG00000258181	ENSG00000258181	1
ENSG00000258366	ENSG00000258366	1
ENSG00000258382	ENSG00000258382	1
ENSG00000258391	ENSG00000258391	1
ENSG00000258439	ENSG00000258439	1
ENSG00000258534	ENSG00000258534	1
ENSG00000258581	ENSG00000258581	1
ENSG00000258602	ENSG00000258602	1
ENSG00000258645	ENSG00000258645	1
ENSG00000258646	ENSG00000258646	1
ENSG00000258655	ENSG00000258655	1
ENSG00000258659	ENSG00000258659	1
ENSG00000258689	ENSG00000258689	1
ENSG00000258702	ENSG00000258702	1
ENSG00000258725	ENSG00000258725	1
ENSG00000258730	ENSG00000258730	1
ENSG00000258754	ENSG00000258754	1
ENSG00000258760	ENSG00000258760	1
ENSG00000258811	ENSG00000258811	1
ENSG00000258904	ENSG00000258904	1
ENSG00000258919	ENSG00000258919	1
ENSG00000258922	ENSG00000258922	1
ENSG00000258926	ENSG00000258926	1
ENSG00000258987	ENSG00000258987	1
ENSG00000259030	ENSG00000259030	1
ENSG00000259032	ENSG00000259032	1
ENSG00000259062	ENSG00000259062	1
ENSG00000259070	ENSG00000259070	1
ENSG00000259081	ENSG00000259081	1
ENSG00000259088	ENSG00000259088	1
ENSG00000259118	ENSG00000259118	1
ENSG00000259120	ENSG00000259120	1
ENSG00000259146	ENSG00000259146	1
ENSG00000259193	ENSG00000259193	1
ENSG00000259225	ENSG00000259225	1
ENSG00000259298	ENSG00000259298	1
ENSG00000259307	ENSG00000259307	1
ENSG00000259326	ENSG00000259326	1
ENSG00000259327	ENSG00000259327	1
ENSG00000259387	ENSG00000259387	1
ENSG00000259407	ENSG00000259407	1
ENSG00000259408	ENSG00000259408	1
ENSG00000259417	ENSG00000259417	1
ENSG00000259483	ENSG00000259483	1
ENSG00000259536	ENSG00000259536	1
ENSG00000259548	ENSG00000259548	1
ENSG00000259583	ENSG00000259583	1
ENSG00000259606	ENSG00000259606	1
ENSG00000259628	ENSG00000259628	1
ENSG00000259635	ENSG00000259635	1
ENSG00000259652	ENSG00000259652	1
ENSG00000259657	ENSG00000259657	1
ENSG00000259659	ENSG00000259659	1
ENSG00000259660	ENSG00000259660	1
ENSG00000259687	ENSG00000259687	1
ENSG00000259755	ENSG00000259755	1
ENSG00000259785	ENSG00000259785	1
ENSG00000259792	ENSG00000259792	1
ENSG00000259793	ENSG00000259793	1
ENSG00000259799	ENSG00000259799	1
ENSG00000259803	ENSG00000259803	1
ENSG00000259804	ENSG00000259804	1
ENSG00000259869	ENSG00000259869	1
ENSG00000259894	ENSG00000259894	1
ENSG00000259985	ENSG00000259985	1
ENSG00000260018	ENSG00000260018	1
ENSG00000260038	ENSG00000260038	1
ENSG00000260059	ENSG00000260059	1
ENSG00000260083	ENSG00000260083	1
ENSG00000260105	ENSG00000260105	1
ENSG00000260190	ENSG00000260190	1
ENSG00000260252	ENSG00000260252	1
ENSG00000260259	ENSG00000260259	1
ENSG00000260277	ENSG00000260277	1
ENSG00000260290	ENSG00000260290	1
ENSG00000260298	ENSG00000260298	1
ENSG00000260396	ENSG00000260396	1
ENSG00000260398	ENSG00000260398	1
ENSG00000260415	ENSG00000260415	1
ENSG00000260456	ENSG00000260456	1
ENSG00000260464	ENSG00000260464	1
ENSG00000260487	ENSG00000260487	1
ENSG00000260490	ENSG00000260490	1
ENSG00000260518	ENSG00000260518	1
ENSG00000260526	ENSG00000260526	1
ENSG00000260572	ENSG00000260572	1
ENSG00000260588	ENSG00000260588	1
ENSG00000260589	ENSG00000260589	1
ENSG00000260618	ENSG00000260618	1
ENSG00000260645	ENSG00000260645	1
ENSG00000260647	ENSG00000260647	1
ENSG00000260729	ENSG00000260729	1
ENSG00000260742	ENSG00000260742	1
ENSG00000260747	ENSG00000260747	1
ENSG00000260773	ENSG00000260773	1
ENSG00000260774	ENSG00000260774	1
ENSG00000260792	ENSG00000260792	1
ENSG00000260806	ENSG00000260806	1
ENSG00000260814	ENSG00000260814	1
ENSG00000260855	ENSG00000260855	1
ENSG00000260868	ENSG00000260868	1
ENSG00000260884	ENSG00000260884	1
ENSG00000260898	ENSG00000260898	1
ENSG00000260941	ENSG00000260941	1
ENSG00000260947	ENSG00000260947	1
ENSG00000260953	ENSG00000260953	1
ENSG00000261019	ENSG00000261019	1
ENSG00000261055	ENSG00000261055	1
ENSG00000261064	ENSG00000261064	1
ENSG00000261097	ENSG00000261097	1
ENSG00000261114	ENSG00000261114	1
ENSG00000261139	ENSG00000261139	1
ENSG00000261158	ENSG00000261158	1
ENSG00000261183	ENSG00000261183	1
ENSG00000261186	ENSG00000261186	1
ENSG00000261229	ENSG00000261229	1
ENSG00000261270	ENSG00000261270	1
ENSG00000261308	ENSG00000261308	1
ENSG00000261349	ENSG00000261349	1
ENSG00000261366	ENSG00000261366	1
ENSG00000261377	ENSG00000261377	1
ENSG00000261442	ENSG00000261442	1
ENSG00000261448	ENSG00000261448	1
ENSG00000261451	ENSG00000261451	1
ENSG00000261533	ENSG00000261533	1
ENSG00000261560	ENSG00000261560	1
ENSG00000261594	ENSG00000261594	1
ENSG00000261614	ENSG00000261614	1
ENSG00000261744	ENSG00000261744	1
ENSG00000261777	ENSG00000261777	1
ENSG00000261794	ENSG00000261794	1
ENSG00000261798	ENSG00000261798	1
ENSG00000261864	ENSG00000261864	1
ENSG00000261889	ENSG00000261889	1
ENSG00000262155	ENSG00000262155	1
ENSG00000262333	ENSG00000262333	1
ENSG00000262339	ENSG00000262339	1
ENSG00000262372	ENSG00000262372	1
ENSG00000262482	ENSG00000262482	1
ENSG00000262488	ENSG00000262488	1
ENSG00000262514	ENSG00000262514	1
ENSG00000262539	ENSG00000262539	1
ENSG00000262636	ENSG00000262636	1
ENSG00000262663	ENSG00000262663	1
ENSG00000262678	ENSG00000262678	1
ENSG00000262777	ENSG00000262777	1
ENSG00000262820	ENSG00000262820	1
ENSG00000262870	ENSG00000262870	1
ENSG00000262873	ENSG00000262873	1
ENSG00000262884	ENSG00000262884	1
ENSG00000262999	ENSG00000262999	1
ENSG00000263065	ENSG00000263065	1
ENSG00000263120	ENSG00000263120	1
ENSG00000263293	ENSG00000263293	1
ENSG00000263350	ENSG00000263350	1
ENSG00000263370	ENSG00000263370	1
ENSG00000263400	ENSG00000263400	1
ENSG00000263466	ENSG00000263466	1
ENSG00000263503	ENSG00000263503	1
ENSG00000263660	ENSG00000263660	1
ENSG00000263724	ENSG00000263724	1
ENSG00000263787	ENSG00000263787	1
ENSG00000263818	ENSG00000263818	1
ENSG00000263847	ENSG00000263847	1
ENSG00000263916	ENSG00000263916	1
ENSG00000263941	ENSG00000263941	1
ENSG00000264176	ENSG00000264176	1
ENSG00000264188	ENSG00000264188	1
ENSG00000264350	ENSG00000264350	1
ENSG00000264384	ENSG00000264384	1
ENSG00000264442	ENSG00000264442	1
ENSG00000264548	ENSG00000264548	1
ENSG00000264553	ENSG00000264553	1
ENSG00000264644	ENSG00000264644	1
ENSG00000264743	ENSG00000264743	1
ENSG00000264756	ENSG00000264756	1
ENSG00000264769	ENSG00000264769	1
ENSG00000264772	ENSG00000264772	1
ENSG00000264773	ENSG00000264773	1
ENSG00000264809	ENSG00000264809	1
ENSG00000264812	ENSG00000264812	1
ENSG00000264918	ENSG00000264918	1
ENSG00000264924	ENSG00000264924	1
ENSG00000264954	ENSG00000264954	1
ENSG00000264964	ENSG00000264964	1
ENSG00000264968	ENSG00000264968	1
ENSG00000265100	ENSG00000265100	1
ENSG00000265218	ENSG00000265218	1
ENSG00000265293	ENSG00000265293	1
ENSG00000265452	ENSG00000265452	1
ENSG00000265478	ENSG00000265478	1
ENSG00000265579	ENSG00000265579	1
ENSG00000265589	ENSG00000265589	1
ENSG00000265611	ENSG00000265611	1
ENSG00000265656	ENSG00000265656	1
ENSG00000265728	ENSG00000265728	1
ENSG00000265752	ENSG00000265752	1
ENSG00000265778	ENSG00000265778	1
ENSG00000265806	ENSG00000265806	1
ENSG00000265845	ENSG00000265845	1
ENSG00000266032	ENSG00000266032	1
ENSG00000266040	ENSG00000266040	1
ENSG00000266124	ENSG00000266124	1
ENSG00000266239	ENSG00000266239	1
ENSG00000266402	ENSG00000266402	1
ENSG00000266631	ENSG00000266631	1
ENSG00000266643	ENSG00000266643	1
ENSG00000266677	ENSG00000266677	1
ENSG00000266733	ENSG00000266733	1
ENSG00000266750	ENSG00000266750	1
ENSG00000266783	ENSG00000266783	1
ENSG00000266876	ENSG00000266876	1
ENSG00000266916	ENSG00000266916	1
ENSG00000266926	ENSG00000266926	1
ENSG00000266934	ENSG00000266934	1
ENSG00000266970	ENSG00000266970	1
ENSG00000266980	ENSG00000266980	1
ENSG00000266998	ENSG00000266998	1
ENSG00000267016	ENSG00000267016	1
ENSG00000267018	ENSG00000267018	1
ENSG00000267049	ENSG00000267049	1
ENSG00000267058	ENSG00000267058	1
ENSG00000267059	ENSG00000267059	1
ENSG00000267082	ENSG00000267082	1
ENSG00000267117	ENSG00000267117	1
ENSG00000267127	ENSG00000267127	1
ENSG00000267141	ENSG00000267141	1
ENSG00000267150	ENSG00000267150	1
ENSG00000267163	ENSG00000267163	1
ENSG00000267197	ENSG00000267197	1
ENSG00000267216	ENSG00000267216	1
ENSG00000267221	ENSG00000267221	1
ENSG00000267277	ENSG00000267277	1
ENSG00000267296	ENSG00000267296	1
ENSG00000267322	ENSG00000267322	1
ENSG00000267383	ENSG00000267383	1
ENSG00000267387	ENSG00000267387	1
ENSG00000267403	ENSG00000267403	1
ENSG00000267442	ENSG00000267442	1
ENSG00000267452	ENSG00000267452	1
ENSG00000267472	ENSG00000267472	1
ENSG00000267473	ENSG00000267473	1
ENSG00000267488	ENSG00000267488	1
ENSG00000267491	ENSG00000267491	1
ENSG00000267501	ENSG00000267501	1
ENSG00000267543	ENSG00000267543	1
ENSG00000267568	ENSG00000267568	1
ENSG00000267676	ENSG00000267676	1
ENSG00000267681	ENSG00000267681	1
ENSG00000267698	ENSG00000267698	1
ENSG00000267736	ENSG00000267736	1
ENSG00000267737	ENSG00000267737	1
ENSG00000267759	ENSG00000267759	1
ENSG00000267764	ENSG00000267764	1
ENSG00000267804	ENSG00000267804	1
ENSG00000267834	ENSG00000267834	1
ENSG00000267868	ENSG00000267868	1
ENSG00000267892	ENSG00000267892	1
ENSG00000267934	ENSG00000267934	1
ENSG00000267937	ENSG00000267937	1
ENSG00000267938	ENSG00000267938	1
ENSG00000268000	ENSG00000268000	1
ENSG00000268015	ENSG00000268015	1
ENSG00000268032	ENSG00000268032	1
ENSG00000268047	ENSG00000268047	1
ENSG00000268088	ENSG00000268088	1
ENSG00000268093	ENSG00000268093	1
ENSG00000268154	ENSG00000268154	1
ENSG00000268166	ENSG00000268166	1
ENSG00000268199	ENSG00000268199	1
ENSG00000268201	ENSG00000268201	1
ENSG00000268225	ENSG00000268225	1
ENSG00000268262	ENSG00000268262	1
ENSG00000268328	ENSG00000268328	1
ENSG00000268336	ENSG00000268336	1
ENSG00000268340	ENSG00000268340	1
ENSG00000268402	ENSG00000268402	1
ENSG00000268404	ENSG00000268404	1
ENSG00000268520	ENSG00000268520	1
ENSG00000268568	ENSG00000268568	1
ENSG00000268581	ENSG00000268581	1
ENSG00000268583	ENSG00000268583	1
ENSG00000268593	ENSG00000268593	1
ENSG00000268613	ENSG00000268613	1
ENSG00000268658	ENSG00000268658	1
ENSG00000268688	ENSG00000268688	1
ENSG00000268743	ENSG00000268743	1
ENSG00000268751	ENSG00000268751	1
ENSG00000268785	ENSG00000268785	1
ENSG00000268798	ENSG00000268798	1
ENSG00000268833	ENSG00000268833	1
ENSG00000268869	ENSG00000268869	1
ENSG00000268948	ENSG00000268948	1
ENSG00000268995	ENSG00000268995	1
ENSG00000269019	ENSG00000269019	1
ENSG00000269038	ENSG00000269038	1
ENSG00000269069	ENSG00000269069	1
ENSG00000269120	ENSG00000269120	1
ENSG00000269176	ENSG00000269176	1
ENSG00000269182	ENSG00000269182	1
ENSG00000269337	ENSG00000269337	1
ENSG00000269388	ENSG00000269388	1
ENSG00000269403	ENSG00000269403	1
ENSG00000269463	ENSG00000269463	1
ENSG00000269480	ENSG00000269480	1
ENSG00000269534	ENSG00000269534	1
ENSG00000269560	ENSG00000269560	1
ENSG00000269646	ENSG00000269646	1
ENSG00000269656	ENSG00000269656	1
ENSG00000269681	ENSG00000269681	1
ENSG00000269720	ENSG00000269720	1
ENSG00000269774	ENSG00000269774	1
ENSG00000269800	ENSG00000269800	1
ENSG00000269814	ENSG00000269814	1
ENSG00000269877	ENSG00000269877	1
ENSG00000269887	ENSG00000269887	1
ENSG00000269894	ENSG00000269894	1
ENSG00000269903	ENSG00000269903	1
ENSG00000269910	ENSG00000269910	1
ENSG00000269924	ENSG00000269924	1
ENSG00000269929	ENSG00000269929	1
ENSG00000269947	ENSG00000269947	1
ENSG00000269949	ENSG00000269949	1
ENSG00000269951	ENSG00000269951	1
ENSG00000269967	ENSG00000269967	1
ENSG00000269984	ENSG00000269984	1
ENSG00000269988	ENSG00000269988	1
ENSG00000270001	ENSG00000270001	1
ENSG00000270009	ENSG00000270009	1
ENSG00000270010	ENSG00000270010	1
ENSG00000270019	ENSG00000270019	1
ENSG00000270020	ENSG00000270020	1
ENSG00000270031	ENSG00000270031	1
ENSG00000270083	ENSG00000270083	1
ENSG00000270115	ENSG00000270115	1
ENSG00000270124	ENSG00000270124	1
ENSG00000270149	ENSG00000270149	1
ENSG00000270184	ENSG00000270184	1
ENSG00000002745	ENSG00000002745	1
ENSG00000005001	ENSG00000005001	1
ENSG00000006075	ENSG00000006075	1
ENSG00000006704	ENSG00000006704	1
ENSG00000006837	ENSG00000006837	1
ENSG00000007314	ENSG00000007314	1
ENSG00000008311	ENSG00000008311	1
ENSG00000008735	ENSG00000008735	1
ENSG00000010319	ENSG00000010319	1
ENSG00000011426	ENSG00000011426	1
ENSG00000018408	ENSG00000018408	1
ENSG00000019144	ENSG00000019144	1
ENSG00000026559	ENSG00000026559	1
ENSG00000029153	ENSG00000029153	1
ENSG00000031691	ENSG00000031691	1
ENSG00000033122	ENSG00000033122	1
ENSG00000035499	ENSG00000035499	1
ENSG00000036530	ENSG00000036530	1
ENSG00000036565	ENSG00000036565	1
ENSG00000039068	ENSG00000039068	1
ENSG00000049192	ENSG00000049192	1
ENSG00000049247	ENSG00000049247	1
ENSG00000050767	ENSG00000050767	1
ENSG00000051341	ENSG00000051341	1
ENSG00000053108	ENSG00000053108	1
ENSG00000053438	ENSG00000053438	1
ENSG00000054356	ENSG00000054356	1
ENSG00000055732	ENSG00000055732	1
ENSG00000055955	ENSG00000055955	1
ENSG00000056661	ENSG00000056661	1
ENSG00000060656	ENSG00000060656	1
ENSG00000061337	ENSG00000061337	1
ENSG00000061656	ENSG00000061656	1
ENSG00000064300	ENSG00000064300	1
ENSG00000064309	ENSG00000064309	1
ENSG00000064989	ENSG00000064989	1
ENSG00000065328	ENSG00000065328	1
